human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,Description_prot,Coverage [%]_prot,# Peptides_prot,# PSMs_prot,# AAs_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17_prot,RR1_GC_NASA_LVR_POOL_prot,RR1_GC_NASA+CASIS_LVR_POOL_prot,RR1_BA_CASIS_LVR_POOL_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21.1_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17.1_prot,RR1_GC_NASA_LVR_POOL.1_prot,RR1_GC_NASA+CASIS_LVR_POOL.1_prot,RR1_BA_CASIS_LVR_POOL.1_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000108242,P33260,CYP2C18,ENSMUSG00000025002,Cyp2c55,Cytochrome P450 2C18 OS=Homo sapiens OX=9606 GN=CYP2C18 PE=1 SV=3,6,3,22,490,191.5,122.1,111.2,353.0,135.7,189.7,178.8,144.6,97.0,152.7,189.0,185.0,312.9,226.5,172.5,201.0,144.7,199.8,111.5,237.1,90.3713485856615,62.6355877219779,46.066449894658,35.2507719523719,27.0938284335555,30.5805649025741,61.6446042760671,9.29629163851342,29.2992200352862,39.4269375405958,35.1181607868351,21.4599642914365,48.7865442338939,32.4037011265185
ENSG00000110075,Q5H9R7,PPP6R3,ENSMUSG00000024908,Ppp6r3,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2,5,4,8,873,70.5,51.5,71.6,88.2,56.4,71.3,69.8,52.9,45.3,48.7,45.9,46.6,58.3,50.0,54.5,56.9,38.9,47.0,33.9,59.7,1963.28083741479,1692.86375237882,1882.529563189,1336.63401824616,964.178775208363,1165.68527789202,1051.8400153824,1170.35114564462,1243.37764717172,941.940899413611,1062.45655729662,1052.64185294974,1312.43724625496,1164.41308466291
ENSG00000110090,P50416,CPT1A,ENSMUSG00000024900,Cpt1a,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2",4,3,5,773,170.3,99.2,91.8,267.0,124.6,156.3,158.4,130.5,85.5,124.0,128.0,143.2,367.8,210.8,171.5,151.0,125.6,157.4,77.6,182.5,6298.54200354384,6239.44350195142,4871.7775389376,8178.72457709111,6720.30161066184,8227.76380349231,5692.58724904559,5494.39688365099,6767.2905488232,4794.2250543303,1180.21617945497,2551.17987035366,2016.33516763417,5042.32287532846
ENSG00000110955,P06576,ATP5F1B,ENSMUSG00000025393,Atp5b,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",40,14,247,529,365.4,220.4,366.1,412.1,333.9,407.6,363.7,297.3,351.1,365.1,357.4,322.2,395.7,413.2,432.4,459.4,374.2,380.4,343.6,513.4,11913.6746192928,15154.8683020883,11194.2286329935,15674.5800955933,29134.119147658,22225.7686900026,22614.8197756197,18122.4122225054,17535.058931214,18471.4202983499,18613.4331413879,25384.294017964,18090.0990062034,19646.7954098159
ENSG00000114062,Q05086,UBE3A,ENSMUSG00000025326,Ube3a,Ubiquitin-protein ligase E3A OS=Homo sapiens OX=9606 GN=UBE3A PE=1 SV=4,2,2,4,875,44.3,21.9,55.9,57.7,53.1,50.3,48.3,35.4,50.6,46.4,52.6,47.2,94.5,52.1,71.1,69.3,59.6,59.1,52.4,77.8,628.576694456788,867.379409084937,797.21827719894,1056.00955279599,2187.60480605241,1844.95668737815,1822.43272374546,2072.36491170067,1886.03266440953,2591.56504268768,3513.27704461897,2596.92040341694,2493.29272257503,2536.52492999034
ENSG00000119927,Q9HCL2,GPAM,ENSMUSG00000024978,Gpam,"Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GPAM PE=1 SV=3",7,4,8,828,53.2,27.9,58.6,127.5,52.6,78.2,70.4,62.2,39.4,56.7,114.0,133.0,173.8,120.4,154.0,126.8,109.1,104.7,77.0,156.8,9513.41862275863,8437.07095173429,6964.96578013186,2636.19149615814,2205.11737459358,2965.22223231803,2689.67355103622,2521.69538916835,2940.19112909884,2313.34131490186,4592.4866921396,2793.92795567319,3989.61048636914,2681.41573908466
ENSG00000119929,Q9NTM9,CUTC,ENSMUSG00000025193,Cutc,Copper homeostasis protein cutC homolog OS=Homo sapiens OX=9606 GN=CUTC PE=1 SV=1,11,2,4,273,114.7,80.4,136.9,145.3,148.0,141.1,144.6,107.0,141.7,130.7,13.5,12.3,20.5,16.8,17.6,20.3,20.6,15.3,13.8,21.8,197.175399244559,210.02231721742,184.645327507632,238.547094028026,404.015180456185,347.171279216206,307.917643328103,257.506649948038,261.786989028389,344.733284086369,317.302984067756,366.609342592158,197.918954165719,314.341727134908
ENSG00000120053,P17174,GOT1,ENSMUSG00000025190,Got1,"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",20,7,64,413,187.5,111.3,223.3,210.7,174.6,186.4,206.4,164.8,188.8,192.4,207.9,177.4,375.5,213.5,205.6,224.2,239.7,208.1,188.3,281.0,7108.39536607536,10227.9316315972,6470.64518202206,11611.0413702269,14603.0282046366,7239.4346558085,7209.94309894664,4417.49463496926,8307.69870885808,11010.5560709968,5796.89241690481,6828.59272996639,5486.55853625685,8574.42601961393
ENSG00000123131,Q13162,PRDX4,ENSMUSG00000025289,Prdx4,Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,24,5,37,271,282.0,198.0,281.3,376.2,300.2,318.8,333.1,241.9,264.1,287.2,239.7,183.3,351.1,237.6,254.4,267.8,165.9,218.4,190.1,263.7,1943.60778532757,1483.23366532175,1392.74208444136,2204.98038997931,3173.95362223656,1919.31327390009,2580.66797680622,2377.12713006416,1875.82385939496,2778.5973147142,2141.22076488272,2993.77912303076,1907.73713825037,2199.60035143038
ENSG00000126524,Q9Y3A5,SBDS,ENSMUSG00000025337,Sbds,Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4,11,3,6,250,227.7,121.7,216.2,241.5,218.3,249.2,235.6,203.4,258.8,232.0,47.7,43.4,74.3,52.4,57.3,53.6,39.3,46.4,38.6,58.4,916.833462266149,996.343075817624,889.416621885054,1044.13750876775,1175.18658871534,1014.01701952389,1068.45619566322,976.023410511793,1265.78803371266,1042.88211510495,785.275315384335,985.402000426654,784.13470335784,998.546364389159
ENSG00000127884,P30084,ECHS1,ENSMUSG00000025465,Echs1,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",8,2,26,290,136.3,84.8,105.5,147.8,136.5,128.1,127.2,109.4,126.7,126.1,134.2,139.3,163.1,171.6,164.1,169.5,113.6,133.8,113.8,160.9,5355.28194135335,5905.10464693456,5493.45490828585,5733.59766486143,6668.60628626518,4811.17959309799,4667.59210339142,4215.79887950752,4868.29543537349,4901.24475998073,3069.24889742109,5457.79981325871,2686.16347479377,4150.53630235624
ENSG00000135424,Q13683,ITGA7,ENSMUSG00000025348,Itga7,Integrin alpha-7 OS=Homo sapiens OX=9606 GN=ITGA7 PE=1 SV=3,2,3,13,1181,55.0,39.6,50.0,66.5,34.9,60.4,59.6,45.8,42.3,51.6,51.1,62.7,45.5,60.0,62.2,60.3,45.9,47.8,33.3,79.7,176.730558856545,358.388874481731,206.324360973333,167.547301953049,378.337446544564,347.045900638855,278.579902091191,285.158437695424,301.934562565532,247.877059227705,407.860628053115,310.545606618555,347.834064681251,277.339159795772
ENSG00000136068,O75369,FLNB,ENSMUSG00000025278,Flnb,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2,6,12,25,2602,98.7,59.3,105.7,122.2,101.0,124.2,105.3,85.3,110.2,109.4,25.0,25.8,38.7,33.8,33.1,30.2,25.6,28.8,20.8,36.5,1572.42269148917,1350.44502810341,1322.82456152208,1204.73809770854,1035.10635518076,1376.88721137649,1538.66905765912,1321.41033193314,1504.38863682247,1144.37356564647,1730.27506435706,1015.61529531194,1758.44358806721,1403.05407642241
ENSG00000138175,P36405,ARL3,ENSMUSG00000025035,Arl3,ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2,21,3,6,182,62.3,35.5,45.7,57.6,48.0,59.6,60.9,43.4,36.6,44.3,16.3,15.2,29.2,20.9,25.2,24.2,15.1,19.2,17.2,24.8,209.730789908016,278.24134816906,300.992935629552,299.473041148666,347.450508290233,224.419895638241,326.491429992852,256.764772805904,270.981989824399,350.387344308188,317.571691030675,374.464168599237,305.00012804849,286.31298118518
ENSG00000139613,Q8TAQ2,SMARCC2,ENSMUSG00000025369,Smarcc2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,4,5,14,1214,29.6,18.7,29.0,33.5,40.6,39.0,34.8,20.7,33.8,41.4,32.7,39.3,67.0,50.5,56.2,62.4,36.2,55.8,28.8,74.7,3599.60364789132,3170.91888113803,2916.1577715259,2781.23373558137,1899.90727656645,2335.37458773996,2188.48634461612,2428.87352943722,2702.53260916972,2345.21351634167,2295.58150706214,1970.47760264047,2493.08280059828,2442.4675568733
ENSG00000139641,Q9BSJ8,ESYT1,ENSMUSG00000025366,Esyt1,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,4,4,10,1104,106.5,37.3,39.6,130.8,97.5,141.8,117.6,85.9,28.3,77.9,120.2,85.5,160.5,130.2,135.7,127.7,91.1,102.2,87.9,131.9,413.961378373253,356.839968185266,494.963138161696,355.513638929162,200.596124110425,306.626046662741,251.016685945159,247.712293506298,208.230221888871,193.44592303944,200.399355037683,249.110466654049,246.890256763367,303.32945806497
ENSG00000146963,Q9Y383,LUC7L2,ENSMUSG00000029823,Luc7l2,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2,5,2,4,392,29.0,15.5,27.5,25.7,27.3,30.8,23.0,22.8,33.6,26.8,72.1,48.0,66.8,64.6,61.8,72.4,56.1,58.4,41.5,62.1,1921.62462459039,1611.08964825898,1427.38155283933,2198.00066701211,5023.91840353459,8349.79713776002,5241.2846983835,6501.7000688139,7989.10717106121,5601.89814509776,5755.72677385988,4153.24516319551,8510.31924085714,6656.39368539224
ENSG00000157020,P55735,SEC13,ENSMUSG00000030298,Sec13,Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3,22,4,21,322,98.2,63.3,136.2,124.3,127.5,116.5,123.5,90.0,94.3,103.4,253.4,233.2,416.1,308.0,346.5,341.5,234.3,271.0,242.5,354.4,896.392826823397,878.959781244545,886.227169443789,864.609538849556,915.564790983711,835.092285378976,973.555229513902,616.826134028555,942.644458316696,1188.20031878118,1292.91900141435,1404.10482493222,1006.3274312837,898.364383572117
ENSG00000158467,Q96HN2,AHCYL2,ENSMUSG00000029772,Ahcyl2,Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,5,3,5,611,,,,,,,,,,,31.6,21.4,35.3,24.2,28.0,28.8,22.7,28.8,19.7,33.2,319.6671272772,322.844960889713,818.782077431185,319.1483912166,167.510731809748,210.029751895684,125.310992257684,211.865280454212,197.934099299684,290.408634648434,271.924675222328,218.023338988004,160.509861367721,226.143449222046
ENSG00000163902,P04843,RPN1,ENSMUSG00000030062,Rpn1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,9,5,19,607,99.7,35.6,49.3,152.3,53.6,99.4,85.5,70.3,55.9,58.5,26.5,34.5,44.7,39.3,26.6,34.5,19.3,27.6,16.3,41.5,4058.60256535953,3505.41299830197,3325.34259872232,3459.68421917872,1870.85573305541,1353.38843501662,2192.53766452664,1976.61295251851,2219.96654110442,1839.86078172551,2122.90289732159,2844.9913030821,2279.51690729899,1799.33015436579
ENSG00000169714,P62633,CNBP,ENSMUSG00000030057,Cnbp,CCHC-type zinc finger nucleic acid binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1,14,2,8,177,88.6,61.2,121.4,102.8,111.4,96.7,113.3,66.5,85.1,78.7,104.7,96.5,181.3,114.6,155.7,148.9,105.9,82.3,105.5,133.1,5034.55556106271,5822.81927585531,5196.91011020403,5448.13396145622,6030.20276568043,5222.53630707364,5736.08216671682,5518.85342022696,5656.53772659515,6607.2126622125,6409.35555652168,7002.34532106179,5294.17288344981,6144.8675973325
ENSG00000175792,Q9Y265,RUVBL1,ENSMUSG00000030079,Ruvbl1,RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,9,3,8,456,24.6,14.1,30.4,32.5,27.0,31.8,35.2,21.8,30.3,28.2,24.9,22.7,44.9,32.0,32.7,37.1,26.1,30.2,29.0,41.1,325.005850482024,297.519621649223,349.195745338251,353.544838759463,309.812015804643,183.483376166799,217.058450087824,211.955219817236,205.094525437898,220.790611118014,208.367317738904,252.750416822794,200.449047704718,171.091356661432
ENSG00000181789,Q9Y678,COPG1,ENSMUSG00000030058,Copg1,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,14,9,22,874,93.6,56.3,113.8,127.6,103.0,117.2,107.2,81.3,98.8,86.9,51.2,39.0,88.5,54.5,64.2,59.9,48.3,50.5,44.9,75.8,1505.03379214788,1236.16582568665,1514.66085916115,1232.25837852656,1052.32846993995,1118.77173169413,1061.41525761393,972.911002762384,1514.85293782906,1550.9706912241,1386.51682060379,1293.32333601181,1597.66320344705,1175.04625465664
ENSG00000183785,Q9NY65,TUBA8,ENSMUSG00000030137,Tuba8,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1,20,6,88,449,,,,,,,,,,,7.4,9.4,26.2,8.7,14.5,10.5,55.7,12.7,7.0,18.5,55.5492944486363,487.662205370225,112.038021572963,36.2875384126934,55.3656518667624,35.1110205216685,65.1175426204315,54.8481572047591,28.2889033594848,34.1700352978199,163.88496140508,82.2632512508164,93.3307844188171,50.5498074315193
ENSG00000196975,P09525,ANXA4,ENSMUSG00000029994,Anxa4,Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4,14,4,15,319,110.3,51.6,73.6,78.6,74.6,89.8,80.0,74.5,88.6,76.4,48.4,42.1,32.4,30.1,38.0,38.4,29.2,37.4,42.6,55.3,1344.76216593312,1219.19378726234,1070.50352867872,976.511506454313,947.369101144781,692.398856021449,918.465109033243,851.407876685955,786.668641102547,799.960368665275,730.124704060167,1011.53994762613,855.952443990118,895.850318609432
ENSG00000197548,O95352,ATG7,ENSMUSG00000030314,Atg7,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1,5,4,7,703,54.8,36.6,59.4,60.0,72.5,76.5,62.6,46.4,65.8,56.0,69.8,65.3,95.7,79.0,92.9,87.9,77.0,75.4,69.6,112.9,570.93290985097,626.414843416718,734.148673373638,737.154018134182,566.791265630039,655.340606110927,621.900271342041,502.167516487822,643.984050256108,690.917227861058,769.070145534913,630.228117946824,644.924414918098,768.630033018817
ENSG00000198380,Q06210,GFPT1,ENSMUSG00000029992,Gfpt1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,4,2,3,699,39.5,23.7,41.6,53.9,43.9,42.3,57.5,33.5,44.8,33.2,,,,,,,,,,,987.279608475218,553.896129307489,628.726172413197,421.037268460808,345.299885884321,306.487257654808,411.398495580244,335.092891649608,309.07656537833,257.229805710339,389.044904844662,428.600668131836,461.93604523822,320.909300458281
ENSG00000143862,Q96BM9,ARL8A,ENSMUSG00000026426,Arl8a,ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1,10,2,3,186,55.6,33.0,57.2,75.9,50.1,56.1,50.0,39.1,31.7,45.3,37.8,34.6,61.8,45.9,49.1,57.8,56.2,39.3,29.9,58.6,298.452724868383,238.123531642436,334.90344874983,340.286431444166,161.546710345265,199.031248989317,199.668072054392,249.469437295651,176.015746374313,274.118129160202,336.00032574959,202.732222767034,254.670884276289,256.941376163928
ENSG00000148484,Q15404,RSU1,ENSMUSG00000026727,Rsu1,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,12,2,4,277,,,,,,,,,,,80.0,65.5,80.9,68.5,67.3,72.8,59.2,56.1,42.6,97.0,546.392336370573,544.484927129465,501.3713256372,529.78698632369,397.217619264835,281.838170071499,354.915111925916,283.175517932967,275.479116094009,441.567360937588,237.765898286217,370.41291914757,293.682926715957,494.231250179384
ENSG00000151414,Q8TDX7,NEK7,ENSMUSG00000026393,Nek7,Serine/threonine-protein kinase Nek7 OS=Homo sapiens OX=9606 GN=NEK7 PE=1 SV=1,9,2,4,302,67.9,36.4,55.4,58.3,61.9,68.4,60.6,50.4,53.4,52.5,51.3,52.8,67.7,48.9,57.6,56.0,46.5,61.4,31.2,69.9,1197.82693931469,1502.86600963199,1291.08446876124,1136.58091401925,812.357502977344,661.858826846244,795.068672917646,838.301222966073,814.963597792333,910.863762288399,786.891128140481,790.482713992781,629.20106382336,791.565824152411
ENSG00000152465,O60551,NMT2,ENSMUSG00000026643,Nmt2,Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens OX=9606 GN=NMT2 PE=1 SV=1,6,2,3,498,43.1,31.1,30.3,47.2,37.2,28.9,33.6,33.4,33.0,38.6,,,,,,,,,,,536.730292685805,475.417261523862,515.991342603487,465.815888120521,331.615953295344,657.958967091578,609.49765586736,751.217173055388,502.919970733356,413.82366810132,592.886267884142,456.399919274903,539.964256160481,552.2301281694
ENSG00000153827,Q14669,TRIP12,ENSMUSG00000026219,Trip12,E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,1,2,4,1992,33.6,18.0,39.6,56.6,41.1,44.8,42.9,30.4,37.1,38.9,,,,,,,,,,,2429.91112050514,2212.50031652545,2282.12131283499,2164.80072673224,1649.21600222085,1793.94006769941,1610.4678284787,2204.94951336542,1999.99039134015,1934.28707934542,1503.08635405213,1631.74371150366,1832.43231633202,1671.69467306836
ENSG00000158710,P37802,TAGLN2,ENSMUSG00000026547,Tagln2,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,35,5,16,199,269.7,144.8,222.3,259.1,217.6,225.4,303.6,218.4,319.0,249.2,86.2,76.1,88.7,101.0,89.5,91.9,80.9,62.9,77.9,100.7,546.211070301056,573.977800186141,703.404047768093,461.56388026298,346.609471289157,248.241155684729,380.57632638878,317.299858873324,283.767976071674,305.59802785865,403.097766351705,375.126160290358,393.173043034031,213.262895726257
ENSG00000158716,Q9BVJ7,DUSP23,ENSMUSG00000026544,Dusp23,Dual specificity protein phosphatase 23 OS=Homo sapiens OX=9606 GN=DUSP23 PE=1 SV=1,14,3,15,150,113.2,87.6,110.4,131.5,106.1,109.0,107.1,88.2,80.8,95.9,106.9,122.4,153.1,118.3,126.6,118.8,104.2,104.0,81.3,149.3,427.81481096549,411.607043073915,370.239340183465,627.257669012786,686.769542862072,569.704508159086,648.570593415599,641.442605946069,598.108121572851,633.457964925798,1066.41660627346,791.632365972867,802.85669915399,749.171798137483
ENSG00000162909,P17655,CAPN2,ENSMUSG00000026509,Capn2,Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,5,2,4,700,47.5,24.7,49.0,59.1,52.4,51.5,53.0,39.9,48.7,41.7,55.3,54.5,77.7,61.3,70.5,70.2,63.2,57.2,48.9,79.9,1167.34044687092,1217.69910379346,1112.55545927633,882.196756781814,757.514519180476,551.812073355,737.968265720541,712.757700020095,610.553217802069,988.250081222442,1205.34293310225,1101.51812820659,952.720170354727,851.167510297646
ENSG00000173692,Q99460,PSMD1,ENSMUSG00000026229,Psmd1,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,11,8,29,953,100.1,58.9,121.0,109.4,112.5,115.6,103.0,88.7,101.3,90.5,128.0,108.9,176.3,144.1,157.0,149.5,127.2,127.3,110.6,160.3,2537.35703193077,2696.01559295797,2407.19129112981,2355.12595815242,2180.42412046822,2110.12488089733,2369.53821460068,2241.94838124163,2226.62316592959,3061.59918580518,4850.39071214481,3001.37873000677,3393.87339067516,2515.13601510987
ENSG00000175084,P17661,DES,ENSMUSG00000026208,Des,Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3,26,12,37,470,110.8,99.6,129.2,148.5,125.0,121.2,254.2,183.9,137.6,205.1,123.7,37.8,64.3,42.3,47.6,60.2,261.8,67.5,42.2,89.5,149.735939211508,8794.50120451897,1553.46485622737,99.978047000315,189.324578001693,114.734913278708,158.146228666171,92.5002609359375,93.5396444490237,147.214611413664,181.296613771242,217.159774921672,153.049705325004,73.4012598124574
ENSG00000186205,Q5VT66,MTARC1,ENSMUSG00000026621,Mtarc1,Mitochondrial amidoxime-reducing component 1 OS=Homo sapiens OX=9606 GN=MTARC1 PE=1 SV=1,7,2,20,337,62.5,44.0,44.1,86.3,47.1,70.3,68.3,50.7,42.9,52.5,20.2,14.3,29.7,23.2,13.3,18.5,11.6,16.6,7.9,21.2,6850.66614988465,7916.20956431774,5809.09269169927,8764.32932917147,11739.874436306,8951.41016390625,8989.31431584236,8946.27851441344,9164.38074897109,9654.03151706332,8654.40006961094,10289.1163221982,7733.88549733567,8831.09862782101
ENSG00000266028,O75044,SRGAP2,ENSMUSG00000026425,Srgap2,SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=SRGAP2 PE=1 SV=3,2,2,2,1071,13.7,8.7,15.8,13.7,13.6,10.4,10.0,9.2,14.1,13.2,,,,,,,,,,,465.061004608731,417.587545373373,383.436979903853,321.888211079978,295.557531424659,479.331038213261,415.87184770293,416.322665181335,417.091557892947,332.378123502524,494.261134415505,464.013416091071,554.954012092561,624.303431058654
ENSG00000085832,P42566,EPS15,ENSMUSG00000028552,Eps15,Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2,2,2,5,896,23.2,18.2,23.6,30.5,19.8,27.8,23.8,18.7,20.2,19.9,54.8,50.4,101.9,72.8,71.6,70.3,52.6,57.7,45.1,86.5,804.206952815665,878.21168148718,971.622525703996,748.324162234351,848.924982885804,447.417767868803,620.595789663405,600.6607142545,604.208221602946,755.519228566234,552.232412909005,508.457810230115,395.883567619437,480.475503959665
ENSG00000105819,O75439,PMPCB,ENSMUSG00000029017,Pmpcb,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2,12,5,15,489,66.3,47.3,67.4,75.8,74.1,67.4,64.9,57.2,69.1,67.2,98.6,84.1,123.7,133.3,125.0,132.6,76.3,115.7,90.4,130.8,1391.6524039472,1415.65033191931,1202.71380529787,1278.74395996557,3335.2337492684,2303.09808623065,2605.58701253984,1737.87620047664,2020.29130766292,2603.20287444111,3232.57466554978,3180.81202483011,2102.53748209973,2453.93145459275
ENSG00000116171,P22307,SCP2,ENSMUSG00000028603,Scp2,Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,6,2,11,547,61.5,35.7,90.0,69.8,108.1,68.6,61.4,62.9,73.1,72.7,44.1,53.5,92.9,57.2,66.5,77.4,46.0,48.0,49.5,73.4,39600.5924483966,42992.4268310129,37786.9072145259,55102.8403468925,32764.8706435545,32877.0114855997,28022.9357142369,30826.7421304936,27927.3411363338,29332.4317829053,15890.0357610823,29321.7122717906,20408.5903999817,23914.4384928417
ENSG00000116251,P35268,RPL22,ENSMUSG00000028936,Rpl22,60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,42,3,21,128,72.2,42.4,87.6,86.4,75.0,78.5,77.9,61.4,69.4,69.1,48.7,44.2,74.7,51.4,67.3,59.1,45.8,50.0,43.5,64.8,1860.89944716249,2140.11799060546,1671.86426077278,1890.94566128782,4665.8095948829,3514.27531457822,4329.65673214221,3966.8592236858,3549.217965816,4115.51713713036,3814.69064303619,4412.22265477668,2683.71523519248,3241.80505863462
ENSG00000116288,Q99497,PARK7,ENSMUSG00000028964,Park7,Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2,12,2,26,189,69.8,37.8,73.2,73.3,59.1,66.2,63.7,55.6,70.6,63.3,128.8,116.2,186.0,154.4,160.5,174.1,125.4,121.6,109.9,173.1,2238.91295516064,3165.16486420271,2379.68391271318,3254.60830311242,4037.45917373,3232.11941354095,3676.88296718673,3047.00533141401,3857.50943324576,3673.46352068385,3376.58858551084,4020.92447466408,2944.36218791058,3511.3767772628
ENSG00000116350,Q08170,SRSF4,ENSMUSG00000028911,Srsf4,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,6,3,10,494,22.2,11.4,30.3,25.4,28.1,27.6,23.2,19.3,22.5,22.7,6.5,8.3,14.1,16.1,9.6,16.2,9.6,10.7,7.7,15.0,777.088962486189,961.668375619004,689.617479742241,1064.70971158954,863.549813927226,1594.64112647256,1203.22870907639,1481.57284603994,1528.90688939145,1535.23721762674,1175.40675983833,1117.44912990402,1633.58608883065,1543.32405572465
ENSG00000116560,P23246,SFPQ,ENSMUSG00000028820,Sfpq,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",17,10,24,707,69.7,54.9,105.0,111.6,102.8,100.5,103.2,82.0,91.3,92.0,31.3,30.7,54.1,34.4,36.2,41.3,32.2,30.5,30.6,44.6,1146.62998262196,1065.50937395203,752.883843613604,1133.55841462569,1224.75718341978,1647.82323087815,1626.32645076813,1340.59955972823,1891.23216829232,1213.97088740343,1247.25515800468,1245.9849266668,1563.66434999845,1199.82047159193
