human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_prot,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_prot,Abundances (Grouped): BA Pool Ftl 130N_prot,Abundances (Grouped): Ftl Pool 130C_prot,Abundances (Grouped): Pool Ftl 131_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_prot,Mmus_C57-6J_LVR_GC_I_Rep2_M32_prot,Mmus_C57-6J_LVR_GC_C_Rep1_M36_prot,Mmus_C57-6J_LVR_GC_C_Rep2_M37_prot,Mmus_C57-6J_LVR_GC_C_Rep3_M38_prot,Mmus_C57-6J_LVR_GC_C_Rep4_M39_prot,Abundances (Grouped): NASA GC 129C_prot,Abundances (Grouped): BA Pool GC 130N_prot,Abundances (Grouped): GC Pool 130C_prot,Abundances (Grouped): Pool GC 131_prot,Description_prot,Coverage [%]_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000172831,O00748,CES2,ENSMUSG00000031886,Ces2e,Q8BK48,44.3,27.2,39.4,57.1,42.9,53.7,50.8,39.4,38.5,48.7,81.7,76.3,58.9,77.6,84.8,74.1,46.4,65.4,39.3,73.5,Pyrethroid hydrolase Ces2e OS=Mus musculus OX=10090 GN=Ces2e PE=1 SV=1,14,4360.79490162262,3891.73466576225,2067.68502050546,3147.44144578811,2062.52395579101,2920.6623497608,3418.18622507383,2308.93751682549,2363.95046641872,1878.8072566764,2140.10061935952,2573.38918365592,2371.51122667043,2325.85671444608
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000055730,Ces2a,Q8QZR3,55.0,29.1,43.4,59.0,41.8,64.6,62.8,40.1,47.7,41.3,40.1,37.3,58.1,42.4,46.8,48.5,23.2,33.8,23.2,53.5,Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1,23,3093.37299789163,2960.30052781282,2197.68410772206,3227.46035126129,3008.74183372527,2674.41520296902,3551.98784854647,2907.49048932609,3156.83980513659,2334.45528100365,1843.17223394606,2502.87280490195,1910.35388062509,2732.70297026033
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000172831,O00748,CES2,ENSMUSG00000061825,Ces2c,Q91WG0,31.7,22.2,24.6,31.9,23.1,34.8,32.9,30.5,21.3,32.9,41.7,30.5,36.5,37.5,43.4,43.8,31.6,33.6,23.9,42.5,Acylcarnitine hydrolase OS=Mus musculus OX=10090 GN=Ces2c PE=1 SV=1,16,339.911839931493,286.179508530831,232.651394758702,361.002595513072,58.5076836469491,433.849897533261,471.705086272639,183.946999765161,283.116259588387,660.343130974666,362.044655545861,343.443118175446,287.151284310949,459.374292620937
ENSG00000176619,Q03252,LMNB2,ENSMUSG00000062075,Lmnb2,P21619,41.8,18.5,46.5,43.3,53.1,57.4,46.3,40.4,44.5,44.8,81.5,79.8,113.3,95.9,102.0,114.4,84.2,86.7,81.5,126.3,Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=2,24,182.299447588831,86.2322672452205,136.804194704408,126.874275572804,99.1923762229206,311.629837805236,279.760055454694,193.081027474187,239.266304067935,131.435102437113,243.687740741806,162.593022885532,382.826929693169,151.57407659517
ENSG00000176619,Q03252,LMNB2,ENSMUSG00000062075,Lmnb2,P21619,41.8,18.5,46.5,43.3,53.1,57.4,46.3,40.4,44.5,44.8,81.5,79.8,113.3,95.9,102.0,114.4,84.2,86.7,81.5,126.3,Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=2,24,182.299447588831,86.2322672452205,136.804194704408,126.874275572804,99.1923762229206,311.629837805236,279.760055454694,193.081027474187,239.266304067935,131.435102437113,243.687740741806,162.593022885532,382.826929693169,151.57407659517
ENSG00000178035,P12268,IMPDH2,ENSMUSG00000062867,Impdh2,P24547,61.3,38.3,50.3,63.9,69.2,63.3,64.4,51.5,70.8,54.5,31.5,26.8,43.0,29.8,40.3,38.1,30.3,26.6,28.5,42.2,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2,18,466.689736249942,535.416583810959,460.882463075143,510.91359766591,551.398395983859,544.101428267662,601.032948806941,670.745508909535,712.03000132481,678.877606224241,983.09072061504,888.346267215094,841.511228373479,684.283326589887
ENSG00000178035,P12268,IMPDH2,ENSMUSG00000062867,Impdh2,P24547,61.3,38.3,50.3,63.9,69.2,63.3,64.4,51.5,70.8,54.5,31.5,26.8,43.0,29.8,40.3,38.1,30.3,26.6,28.5,42.2,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2,18,466.689736249942,535.416583810959,460.882463075143,510.91359766591,551.398395983859,544.101428267662,601.032948806941,670.745508909535,712.03000132481,678.877606224241,983.09072061504,888.346267215094,841.511228373479,684.283326589887
ENSG00000184178,Q8WU76,SCFD2,ENSMUSG00000062110,Scfd2,Q8BTY8,28.0,16.1,28.3,27.5,20.3,24.2,23.8,19.8,19.8,21.2,24.9,30.3,45.9,35.9,35.9,45.7,37.0,41.9,25.1,44.1,Sec1 family domain-containing protein 2 OS=Mus musculus OX=10090 GN=Scfd2 PE=1 SV=1,3,160.527400832085,142.174395827634,122.563670156478,139.567181473643,145.716129471735,121.23266070871,114.553337093028,110.494454274909,107.116515742374,137.720250214284,95.4965858005401,131.618883925744,112.577060464154,95.0254409705378
ENSG00000184178,Q8WU76,SCFD2,ENSMUSG00000062110,Scfd2,Q8BTY8,28.0,16.1,28.3,27.5,20.3,24.2,23.8,19.8,19.8,21.2,24.9,30.3,45.9,35.9,35.9,45.7,37.0,41.9,25.1,44.1,Sec1 family domain-containing protein 2 OS=Mus musculus OX=10090 GN=Scfd2 PE=1 SV=1,3,160.527400832085,142.174395827634,122.563670156478,139.567181473643,145.716129471735,121.23266070871,114.553337093028,110.494454274909,107.116515742374,137.720250214284,95.4965858005401,131.618883925744,112.577060464154,95.0254409705378
ENSG00000008710,P98161,PKD1,ENSMUSG00000032855,Pkd1,O08852,70.5,37.1,61.8,65.4,53.8,62.0,48.2,53.9,48.5,49.3,42.3,36.1,74.2,46.1,51.5,49.4,42.9,49.2,31.9,55.8,Polycystin-1 OS=Mus musculus OX=10090 GN=Pkd1 PE=1 SV=2,0,487.065196950579,560.425310561055,697.25542005281,500.596907320174,843.027800363272,1525.34953466264,863.405658853629,1003.44393532622,862.096567423003,753.52833366388,781.366057972014,524.077462940168,817.890470794987,720.97035155563
ENSG00000047249,Q9UI12,ATP6V1H,ENSMUSG00000033793,Atp6v1h,Q8BVE3,14.1,11.2,26.9,18.6,15.2,15.5,19.9,15.1,18.9,14.3,19.7,17.3,33.0,19.4,20.7,19.8,16.8,20.8,11.7,24.2,V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1,11,991.493177454227,1447.82094575589,1050.2429381237,863.711205847527,1137.81366920433,896.771386989295,934.570585703748,755.212714092937,799.412035051479,1147.85067382106,1209.10923640766,2031.96863110781,1167.98869829041,1044.56215387387
ENSG00000047249,Q9UI12,ATP6V1H,ENSMUSG00000033793,Atp6v1h,Q8BVE3,14.1,11.2,26.9,18.6,15.2,15.5,19.9,15.1,18.9,14.3,19.7,17.3,33.0,19.4,20.7,19.8,16.8,20.8,11.7,24.2,V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1,11,991.493177454227,1447.82094575589,1050.2429381237,863.711205847527,1137.81366920433,896.771386989295,934.570585703748,755.212714092937,799.412035051479,1147.85067382106,1209.10923640766,2031.96863110781,1167.98869829041,1044.56215387387
ENSG00000060069,Q9Y5B0,CTDP1,ENSMUSG00000033323,Ctdp1,Q7TSG2,,,,,,,,,,,22.8,18.5,35.8,26.2,28.8,30.1,19.6,20.2,17.0,39.3,RNA polymerase II subunit A C-terminal domain phosphatase OS=Mus musculus OX=10090 GN=Ctdp1 PE=1 SV=1,1,133.926436858908,134.291368306998,159.958480940442,171.384751981527,135.692622250098,143.062032349348,175.270467304165,148.997305717147,160.770608184376,171.586549218154,132.507378329054,132.128529414705,162.734310305958,179.479742081504
ENSG00000065183,Q9UNX4,WDR3,ENSMUSG00000033285,Wdr3,Q8BHB4,,,,,,,,,,,54.7,37.4,78.7,55.1,57.4,68.6,77.7,59.7,47.9,63.3,WD repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Wdr3 PE=1 SV=1,2,260.733500506626,280.680980347527,194.951718580593,325.726913131407,315.602488644503,240.105095717615,212.170441724587,284.138589723823,231.665282697999,207.616355935256,419.521019752372,185.397347563643,259.476669214958,268.397680327113
ENSG00000065183,Q9UNX4,WDR3,ENSMUSG00000033285,Wdr3,Q8BHB4,,,,,,,,,,,54.7,37.4,78.7,55.1,57.4,68.6,77.7,59.7,47.9,63.3,WD repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Wdr3 PE=1 SV=1,2,260.733500506626,280.680980347527,194.951718580593,325.726913131407,315.602488644503,240.105095717615,212.170441724587,284.138589723823,231.665282697999,207.616355935256,419.521019752372,185.397347563643,259.476669214958,268.397680327113
ENSG00000065559,P45985,MAP2K4,ENSMUSG00000033352,Map2k4,P47809,86.5,53.8,71.0,111.6,120.1,112.3,117.0,91.5,88.7,103.0,13.2,15.9,22.7,17.8,22.6,18.5,15.3,19.4,11.9,23.7,Dual specificity mitogen-activated protein kinase kinase 4 OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=2,7,965.108658127261,1004.56188126672,905.303865610757,787.768334575988,581.161786642902,510.216520998154,488.824561075945,509.592099731008,658.828040834557,551.897830814706,509.744511081308,528.323426389904,495.558813037007,599.919465321168
ENSG00000065559,P45985,MAP2K4,ENSMUSG00000033352,Map2k4,P47809,86.5,53.8,71.0,111.6,120.1,112.3,117.0,91.5,88.7,103.0,13.2,15.9,22.7,17.8,22.6,18.5,15.3,19.4,11.9,23.7,Dual specificity mitogen-activated protein kinase kinase 4 OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=2,7,965.108658127261,1004.56188126672,905.303865610757,787.768334575988,581.161786642902,510.216520998154,488.824561075945,509.592099731008,658.828040834557,551.897830814706,509.744511081308,528.323426389904,495.558813037007,599.919465321168
ENSG00000074416,Q99685,MGLL,ENSMUSG00000033174,Mgll,O35678,69.4,53.9,72.5,85.7,90.1,96.2,93.3,68.7,60.7,83.1,142.3,129.9,178.8,177.7,172.0,152.0,136.8,143.6,100.8,186.8,Monoglyceride lipase OS=Mus musculus OX=10090 GN=Mgll PE=1 SV=1,44,3383.2653912416,3714.48304344246,2929.35952874924,5025.15818426884,2828.89451899583,6417.89416185412,5064.83890027328,6461.41639155483,6027.06094300073,4611.41671988729,6895.05806111564,4839.73957429926,5180.90808255526,4886.7418388567
ENSG00000074416,Q99685,MGLL,ENSMUSG00000033174,Mgll,O35678,69.4,53.9,72.5,85.7,90.1,96.2,93.3,68.7,60.7,83.1,142.3,129.9,178.8,177.7,172.0,152.0,136.8,143.6,100.8,186.8,Monoglyceride lipase OS=Mus musculus OX=10090 GN=Mgll PE=1 SV=1,44,3383.2653912416,3714.48304344246,2929.35952874924,5025.15818426884,2828.89451899583,6417.89416185412,5064.83890027328,6461.41639155483,6027.06094300073,4611.41671988729,6895.05806111564,4839.73957429926,5180.90808255526,4886.7418388567
ENSG00000074696,Q9P035,HACD3,ENSMUSG00000033629,Hacd3,Q8K2C9,53.0,33.4,31.7,106.8,36.3,59.1,60.9,38.9,21.7,41.5,93.6,87.1,186.4,115.3,115.9,99.0,76.6,97.0,57.8,118.6,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2,6,3690.29177038807,3040.05490612303,3518.67120537174,3196.4114938703,3353.74509337487,3333.28190268204,2889.48258079856,3273.22912127684,2964.27310518222,2637.6660179407,2191.37949163619,2540.62508118015,2297.21011344399,2724.5072154781
ENSG00000074696,Q9P035,HACD3,ENSMUSG00000033629,Hacd3,Q8K2C9,53.0,33.4,31.7,106.8,36.3,59.1,60.9,38.9,21.7,41.5,93.6,87.1,186.4,115.3,115.9,99.0,76.6,97.0,57.8,118.6,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2,6,3690.29177038807,3040.05490612303,3518.67120537174,3196.4114938703,3353.74509337487,3333.28190268204,2889.48258079856,3273.22912127684,2964.27310518222,2637.6660179407,2191.37949163619,2540.62508118015,2297.21011344399,2724.5072154781
ENSG00000079805,P50570,DNM2,ENSMUSG00000033335,Dnm2,P39054,45.1,24.6,46.1,50.1,39.3,50.0,44.2,33.1,33.6,40.2,67.8,64.8,91.6,79.6,82.9,83.7,65.0,58.1,65.7,89.8,Dynamin-2 OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=2,8,1303.00821725534,1029.00117444053,1106.76292617253,1085.62848854989,737.79488790083,939.990424813527,937.906415487029,921.570800605193,1022.68108691258,941.911665750858,1047.58195949091,894.789654321021,1079.82658282089,961.256222231237
ENSG00000079805,P50570,DNM2,ENSMUSG00000033335,Dnm2,P39054,45.1,24.6,46.1,50.1,39.3,50.0,44.2,33.1,33.6,40.2,67.8,64.8,91.6,79.6,82.9,83.7,65.0,58.1,65.7,89.8,Dynamin-2 OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=2,8,1303.00821725534,1029.00117444053,1106.76292617253,1085.62848854989,737.79488790083,939.990424813527,937.906415487029,921.570800605193,1022.68108691258,941.911665750858,1047.58195949091,894.789654321021,1079.82658282089,961.256222231237
ENSG00000083520,Q9Y2L1,DIS3,ENSMUSG00000033166,Dis3,Q9CSH3,14.5,4.9,15.2,12.3,13.2,14.6,12.0,8.8,14.9,13.3,19.1,16.6,33.7,18.8,27.3,22.8,19.6,19.3,19.0,22.8,Exosome complex exonuclease RRP44 OS=Mus musculus OX=10090 GN=Dis3 PE=1 SV=4,4,156.389886122956,211.404785256056,165.675423805488,151.86281454487,198.481325982846,180.271421738153,169.717198494659,160.512477652846,187.671982940998,172.206928269882,210.802452440688,261.231938791557,260.385587729259,190.534396369373
ENSG00000083520,Q9Y2L1,DIS3,ENSMUSG00000033166,Dis3,Q9CSH3,14.5,4.9,15.2,12.3,13.2,14.6,12.0,8.8,14.9,13.3,19.1,16.6,33.7,18.8,27.3,22.8,19.6,19.3,19.0,22.8,Exosome complex exonuclease RRP44 OS=Mus musculus OX=10090 GN=Dis3 PE=1 SV=4,4,156.389886122956,211.404785256056,165.675423805488,151.86281454487,198.481325982846,180.271421738153,169.717198494659,160.512477652846,187.671982940998,172.206928269882,210.802452440688,261.231938791557,260.385587729259,190.534396369373
ENSG00000084070,Q8WU79,SMAP2,ENSMUSG00000032870,Smap2,Q7TN29,44.0,29.6,52.5,46.7,53.0,52.7,55.9,39.0,45.2,47.4,79.0,78.9,117.8,90.0,97.4,98.6,114.6,80.5,61.1,112.1,Stromal membrane-associated protein 2 OS=Mus musculus OX=10090 GN=Smap2 PE=1 SV=1,7,1347.92331917101,1432.13182334011,1113.92003567721,1496.21044236906,824.476168507643,878.472805340095,975.528446902256,910.432899731998,929.898694599855,749.06073162925,722.512618537266,792.185591875945,825.818625644867,877.526685456007
ENSG00000084070,Q8WU79,SMAP2,ENSMUSG00000032870,Smap2,Q7TN29,44.0,29.6,52.5,46.7,53.0,52.7,55.9,39.0,45.2,47.4,79.0,78.9,117.8,90.0,97.4,98.6,114.6,80.5,61.1,112.1,Stromal membrane-associated protein 2 OS=Mus musculus OX=10090 GN=Smap2 PE=1 SV=1,7,1347.92331917101,1432.13182334011,1113.92003567721,1496.21044236906,824.476168507643,878.472805340095,975.528446902256,910.432899731998,929.898694599855,749.06073162925,722.512618537266,792.185591875945,825.818625644867,877.526685456007
ENSG00000088832,P62942,FKBP1A,ENSMUSG00000032966,Fkbp1a,P26883,40.4,23.9,52.8,52.6,44.3,44.6,50.2,44.5,47.0,42.2,54.2,39.7,71.8,52.6,68.1,64.7,60.1,50.2,47.0,65.0,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,25,1286.28198352234,1401.21908734402,1359.18852186003,1138.87264379116,936.681177273072,565.221743041116,802.636234910131,777.193462684067,784.454305093465,820.839572277422,1002.21758473683,1072.61785535432,865.664905162284,653.532616410042
ENSG00000088832,P62942,FKBP1A,ENSMUSG00000032966,Fkbp1a,P26883,40.4,23.9,52.8,52.6,44.3,44.6,50.2,44.5,47.0,42.2,54.2,39.7,71.8,52.6,68.1,64.7,60.1,50.2,47.0,65.0,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,25,1286.28198352234,1401.21908734402,1359.18852186003,1138.87264379116,936.681177273072,565.221743041116,802.636234910131,777.193462684067,784.454305093465,820.839572277422,1002.21758473683,1072.61785535432,865.664905162284,653.532616410042
ENSG00000198225,,FKBP1C,ENSMUSG00000032966,Fkbp1a,P26883,40.4,23.9,52.8,52.6,44.3,44.6,50.2,44.5,47.0,42.2,54.2,39.7,71.8,52.6,68.1,64.7,60.1,50.2,47.0,65.0,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,25,1286.28198352234,1401.21908734402,1359.18852186003,1138.87264379116,936.681177273072,565.221743041116,802.636234910131,777.193462684067,784.454305093465,820.839572277422,1002.21758473683,1072.61785535432,865.664905162284,653.532616410042
ENSG00000198225,,FKBP1C,ENSMUSG00000032966,Fkbp1a,P26883,40.4,23.9,52.8,52.6,44.3,44.6,50.2,44.5,47.0,42.2,54.2,39.7,71.8,52.6,68.1,64.7,60.1,50.2,47.0,65.0,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,25,1286.28198352234,1401.21908734402,1359.18852186003,1138.87264379116,936.681177273072,565.221743041116,802.636234910131,777.193462684067,784.454305093465,820.839572277422,1002.21758473683,1072.61785535432,865.664905162284,653.532616410042
ENSG00000091527,Q9UKY7,CDV3,ENSMUSG00000032803,Cdv3,Q4VAA2,28.4,18.0,25.7,38.5,25.9,23.4,23.2,24.6,24.2,28.2,95.1,81.1,171.4,107.8,114.6,99.2,93.3,94.5,84.4,123.0,Protein CDV3 OS=Mus musculus OX=10090 GN=Cdv3 PE=1 SV=2,7,3100.33749679616,3229.70260785348,2601.89633841235,2536.44882077973,1574.01903791107,1515.26641634054,1594.82626685354,1897.47695268304,1862.44838006159,1668.33823195788,1884.16020700653,1714.96424853378,1781.63325764839,1546.93389015908
