Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA GC) / (Pool),Ratios: (BA Pool) / (Pool),Ratios: (GC Pool) / (Pool),Ratio Standard Errors [%]: (NASA GC) / (Pool),Ratio Standard Errors [%]: (BA Pool) / (Pool),Ratio Standard Errors [%]: (GC Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProtein,O70251,Elongation factor 1-beta OS=Mus musculus GN=Eef1b PE=1 SV=5,59.5555555555556,17,48,17,1,225,24.678,4.69,0.8,0.73,0.64,23.51,6.57,10.58,,17,0,0.0,Green,77.922953197339
False,IsMasterProtein,Q9EPK7,Exportin-7 OS=Mus musculus GN=Xpo7 PE=1 SV=3,25.3909843606256,23,33,23,1,1087,123.731,6.38,0.82,0.71,0.6,22.95,10.66,13.98,,23,0,0.0,Green,77.9182019847863
False,IsMasterProteinCandidate,Q3TCI8,Glucosamine OS=Mus musculus GN=Gne PE=2 SV=1,41.4127423822715,24,41,24,1,722,79.148,6.81,0.69,0.61,0.59,31.2,24.71,21.15,,24,0,0.0,Green,77.8379379958736
False,IsMasterProtein,Q3UW64,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Mus musculus GN=Gne PE=1 SV=1,39.7078353253652,24,41,24,1,753,82.837,7.05,0.69,0.61,0.59,31.2,24.71,21.15,,24,0,0.0,Green,77.8379379958736
False,IsMasterProtein,Q8CDN6,Thioredoxin-like protein 1 OS=Mus musculus GN=Txnl1 PE=1 SV=3,87.5432525951557,18,32,18,1,289,32.217,4.96,0.83,0.67,0.63,18.95,9.68,8.56,,18,0,0.0,Green,77.707843575717
False,IsMasterProtein,P47857-3,"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm",41.4607948442535,29,43,29,1,931,102.319,7.06,0.88,0.65,0.47,111.77,12.83,19.43,,29,0,0.0,Green,77.7018402380828
False,IsMasterProteinCandidate,P47857,"ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3",49.4871794871795,29,43,29,1,780,85.215,8.0,0.88,0.65,0.47,111.77,12.83,19.43,,29,0,0.0,Green,77.7018402380828
False,IsMasterProteinCandidate,P47857-2,"Isoform 2 of ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm",45.4117647058823,29,43,29,1,850,93.188,7.25,0.88,0.65,0.47,111.77,12.83,19.43,,29,0,0.0,Green,77.7018402380828
False,IsMasterProtein,Q8VCT3,Aminopeptidase B OS=Mus musculus GN=Rnpep PE=1 SV=2,43.8461538461538,21,33,21,1,650,72.37,5.35,0.72,0.66,0.63,20.05,11.72,21.36,,21,0,0.0,Green,77.6801026488698
False,IsMasterProtein,Q6Q899,Probable ATP-dependent RNA helicase DDX58 OS=Mus musculus GN=Ddx58 PE=1 SV=2,34.1252699784017,33,49,32,1,926,105.908,6.65,0.68,0.65,0.63,21.75,12.9,12.98,,33,0,0.0,Green,77.6589222946634
False,IsMasterProtein,Q3UKJ6,"DEAH (Asp-Glu-Ala-His) box polypeptide 15, isoform CRA_a OS=Mus musculus GN=Dhx15 PE=2 SV=1",33.8364779874214,25,41,25,1,795,90.949,7.46,0.89,0.73,0.68,37.61,26.48,14.88,,25,0,0.0,Green,77.5733974759739
False,IsMasterProtein,Q542P4,"Membrane protein, palmitoylated OS=Mus musculus GN=Mpp1 PE=2 SV=1",63.3047210300429,24,35,24,1,466,52.194,7.2,0.76,0.69,0.55,19.25,9.17,13.16,,24,0,0.0,Green,77.570039447178
False,IsMasterProtein,Q64471,Glutathione S-transferase theta-1 OS=Mus musculus GN=Gstt1 PE=1 SV=4,75.0,21,70,20,1,240,27.356,7.27,0.84,0.77,0.6,14.2,8.21,11.48,,21,0,0.0,Green,77.4790658945634
False,IsMasterProtein,O70570,Polymeric immunoglobulin receptor OS=Mus musculus GN=Pigr PE=1 SV=1,35.0194552529183,21,33,21,1,771,84.946,5.4,0.8,0.55,0.59,27.15,17.43,30.86,,21,0,0.0,Green,77.4656396826856
False,IsMasterProtein,Q9Z2X1,Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3,64.578313253012,25,72,25,1,415,45.701,5.49,0.8,0.72,0.67,22.18,10.03,12.35,,25,0,0.0,Green,77.4155608753438
False,IsMasterProtein,O55125,Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=1 SV=1,76.7605633802817,22,71,21,1,284,33.342,9.44,0.78,0.77,0.64,15.9,4.88,9.62,,22,0,0.0,Green,77.3245580141216
False,IsMasterProtein,Q8BJY1,26S proteasome non-ATPase regulatory subunit 5 OS=Mus musculus GN=Psmd5 PE=1 SV=4,48.8095238095238,19,35,19,1,504,55.937,5.21,0.76,0.61,0.55,23.47,18.97,10.57,,19,0,0.0,Green,77.2469421881921
False,IsMasterProtein,Q61823,Programmed cell death protein 4 OS=Mus musculus GN=Pdcd4 PE=1 SV=1,42.0042643923241,15,27,15,1,469,51.67,5.16,0.86,0.8,0.54,23.81,11.6,18.86,,15,0,0.0,Green,77.1275069580664
False,IsMasterProtein,Q99K01-4,Isoform 4 of Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus GN=Pdxdc1,36.6960907944515,20,24,20,1,793,87.98,5.52,0.75,0.71,0.61,22.02,15.13,23.14,,20,0,0.0,Green,77.119182241404
False,IsMasterProteinCandidate,Q99K01-2,Isoform 2 of Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus GN=Pdxdc1,36.9289340101523,20,24,20,1,788,87.326,5.67,0.75,0.71,0.61,22.02,15.13,23.14,,20,0,0.0,Green,77.119182241404
False,IsMasterProteinCandidate,Q99K01,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus GN=Pdxdc1 PE=1 SV=2,36.9758576874206,20,24,20,1,787,87.281,5.48,0.75,0.71,0.61,22.02,15.13,23.14,,20,0,0.0,Green,77.119182241404
False,IsMasterProteinCandidate,Q99K01-3,Isoform 3 of Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus GN=Pdxdc1,40.9859154929577,20,24,20,1,710,78.493,5.54,0.75,0.71,0.61,22.02,15.13,23.14,,20,0,0.0,Green,77.119182241404
False,IsMasterProtein,G3UWG1,MCG115977 OS=Mus musculus GN=Gm10108 PE=3 SV=1,79.0476190476191,18,52,18,1,105,11.688,9.64,0.85,0.82,0.48,34.23,32.15,12.98,,18,0,0.0,Green,77.0985443837834
False,IsMasterProteinCandidate,Q56A15,Cytochrome c OS=Mus musculus GN=Cycs PE=2 SV=1,79.0476190476191,18,52,18,1,105,11.598,9.58,0.85,0.82,0.48,34.23,32.15,12.98,,18,0,0.0,Green,77.0985443837834
False,IsMasterProtein,Q91V64,Isochorismatase domain-containing protein 1 OS=Mus musculus GN=Isoc1 PE=1 SV=1,61.6161616161616,16,31,16,1,297,32.012,7.39,0.88,0.84,0.66,19.17,3.23,17.31,,16,0,0.0,Green,77.0455406295719
False,IsMasterProtein,Q61702,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Mus musculus GN=Itih1 PE=1 SV=2,27.2326350606395,17,23,17,1,907,101.004,6.96,0.86,0.96,0.79,44.69,71.25,16.39,,17,0,0.0,Green,76.9462710343659
False,IsMasterProtein,P00920,Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4,66.5384615384615,13,72,13,1,260,29.015,7.01,0.9,0.72,0.49,29.03,11.74,3.87,,13,0,0.0,Green,76.802622287529
False,IsMasterProtein,P22907,Porphobilinogen deaminase OS=Mus musculus GN=Hmbs PE=1 SV=2,50.9695290858726,20,36,19,1,361,39.32,6.87,0.74,0.73,0.54,19.5,5.4,19.35,,20,0,0.0,Green,76.7899136867984
False,IsMasterProtein,Q9DAW9,Calponin-3 OS=Mus musculus GN=Cnn3 PE=1 SV=1,78.1818181818182,18,30,18,1,330,36.406,5.72,0.78,0.71,0.69,26.25,22.88,20.75,,18,0,0.0,Green,76.7707405527151
False,IsMasterProtein,Q60865,Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2,34.2291371994342,22,50,22,1,707,78.121,5.25,0.77,0.7,0.61,23.48,15.25,11.37,,22,0,0.0,Green,76.6337418410888
False,IsMasterProtein,Q3TMH2,Secernin-3 OS=Mus musculus GN=Scrn3 PE=1 SV=1,53.3492822966507,18,36,17,1,418,47.631,5.66,0.82,0.83,0.63,30.24,26.71,22.63,,18,0,0.0,Green,76.4420331533872
False,IsMasterProteinCandidate,Q6PAC1,"Gelsolin, isoform CRA_c OS=Mus musculus GN=Gsn PE=2 SV=1",45.1436388508892,22,49,22,1,731,80.712,5.76,0.86,0.76,0.56,16.98,8.47,16.02,,22,0,0.0,Green,76.298091173972
False,IsMasterProtein,P13020,Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3,42.3076923076923,22,49,22,1,780,85.888,6.18,0.86,0.76,0.56,16.98,8.47,16.02,,22,0,0.0,Green,76.298091173972
False,IsMasterProtein,O89079,Coatomer subunit epsilon OS=Mus musculus GN=Cope PE=1 SV=3,63.3116883116883,17,42,17,1,308,34.545,5.06,0.75,0.68,0.72,24.43,11.12,16.6,,17,0,0.0,Green,76.2976690209332
False,IsMasterProtein,O70400,PDZ and LIM domain protein 1 OS=Mus musculus GN=Pdlim1 PE=1 SV=4,54.7400611620795,16,33,16,1,327,35.752,6.84,0.79,0.76,0.62,20.97,15.16,13.19,,16,0,0.0,Green,76.2141195175296
False,IsMasterProtein,P52843,Bile salt sulfotransferase 1 OS=Mus musculus GN=Sult2a1 PE=1 SV=1,68.4210526315789,20,52,19,1,285,33.192,7.91,1.4,0.97,0.16,44.17,30.76,82.68,,20,0,0.0,Green,76.174033448971
False,IsMasterProteinCandidate,Q5BL07-2,Isoform 2 of Peroxisome biogenesis factor 1 OS=Mus musculus GN=Pex1,25.6430868167203,24,32,24,1,1244,136.658,6.21,0.8,0.71,0.6,20.8,13.28,13.74,,24,0,0.0,Green,76.0497553332764
False,IsMasterProtein,Q5BL07,Peroxisome biogenesis factor 1 OS=Mus musculus GN=Pex1 PE=1 SV=2,24.8442367601246,24,32,24,1,1284,141.34,6.35,0.8,0.71,0.6,20.8,13.28,13.74,,24,0,0.0,Green,76.0497553332764
False,IsMasterProtein,Q3UIG0,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus GN=Eif3e PE=2 SV=1,50.561797752809,21,43,21,1,445,52.187,6.04,0.74,0.68,0.55,24.24,15.51,13.24,,21,0,0.0,Green,75.6918313472146
False,IsMasterProtein,Q8BKC5,Importin-5 OS=Mus musculus GN=Ipo5 PE=1 SV=3,29.9908842297174,24,33,24,1,1097,123.511,4.93,0.79,0.57,0.55,24.57,29.22,21.36,,24,0,0.0,Green,75.6038283138871
False,IsMasterProtein,Q9DBG5,Perilipin-3 OS=Mus musculus GN=Plin3 PE=1 SV=1,62.0137299771167,18,29,18,1,437,47.233,5.62,0.81,0.7,0.62,23.33,29.07,37.42,,18,0,0.0,Green,75.5521673260563
False,IsMasterProtein,Q07797,Galectin-3-binding protein OS=Mus musculus GN=Lgals3bp PE=1 SV=1,33.4488734835355,14,25,14,1,577,64.45,5.14,0.71,0.63,0.71,31.41,18.12,14.72,,14,0,0.0,Green,75.4991949266748
False,IsMasterProtein,Q9Z2Y8,Proline synthase co-transcribed bacterial homolog protein OS=Mus musculus GN=Prosc PE=1 SV=1,77.7372262773723,18,37,18,1,274,30.03,8.27,0.79,0.77,0.61,12.96,12.67,13.16,,18,0,0.0,Green,75.4807351905006
False,IsMasterProtein,Q810B6,Rabankyrin-5 OS=Mus musculus GN=Ankfy1 PE=1 SV=2,30.8810949529512,25,33,25,1,1169,128.571,5.91,0.75,0.67,0.57,25.78,9.32,20.07,,25,0,0.0,Green,75.3466637582386
False,IsMasterProtein,Q8CIN4,Serine/threonine-protein kinase PAK 2 OS=Mus musculus GN=Pak2 PE=1 SV=1,42.3664122137405,21,28,21,1,524,57.894,5.77,0.77,0.62,0.71,18.84,26.31,21.89,,21,0,0.0,Green,75.1755019373592
False,IsMasterProtein,Q9CR62,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus GN=Slc25a11 PE=1 SV=3,63.0573248407643,18,34,18,1,314,34.133,9.94,0.85,0.69,0.44,20.43,17.78,19.21,,18,0,0.0,Green,75.0775259019621
False,IsMasterProtein,P60122,RuvB-like 1 OS=Mus musculus GN=Ruvbl1 PE=1 SV=1,48.0263157894737,17,27,17,1,456,50.182,6.42,0.75,0.68,0.61,28.38,21.72,18.66,,17,0,0.0,Green,74.9567356483737
False,IsMasterProteinCandidate,Q3UJN2,Putative uncharacterized protein OS=Mus musculus GN=Ruvbl1 PE=2 SV=1,48.0263157894737,17,27,17,1,456,50.182,6.42,0.75,0.68,0.61,28.38,21.72,18.66,,17,0,0.0,Green,74.9567356483737
False,IsMasterProtein,Q9JIX8-4,Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus GN=Acin1,25.7318952234206,26,37,25,1,1298,146.215,6.13,0.8,0.71,0.67,23.96,15.3,16.97,,26,0,0.0,Green,74.9563760723312
False,IsMasterProtein,P70699,Lysosomal alpha-glucosidase OS=Mus musculus GN=Gaa PE=1 SV=2,27.1773347324239,21,32,21,1,953,106.18,5.83,0.68,0.61,0.62,30.71,20.86,45.42,,21,0,0.0,Green,74.8431697210806
False,IsMasterProtein,Q9D6M3,Mitochondrial glutamate carrier 1 OS=Mus musculus GN=Slc25a22 PE=1 SV=1,60.3715170278638,18,56,18,1,323,34.648,9.09,0.77,0.75,0.45,31.85,8.55,9.18,,18,0,0.0,Green,74.8305750266718
False,IsMasterProteinCandidate,Q9CQV8-2,Isoform Short of 14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab,63.5245901639344,16,40,16,1,244,27.837,4.83,0.8,0.69,0.67,19.83,10.3,9.01,,16,0,0.0,Green,74.8122348016095
False,IsMasterProtein,Q9CQV8,14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab PE=1 SV=3,63.0081300813008,16,40,16,1,246,28.069,4.83,0.8,0.69,0.67,19.83,10.3,9.01,,16,0,0.0,Green,74.8122348016095
False,IsMasterProtein,Q3UNZ8,Quinone oxidoreductase-like protein 2 OS=Mus musculus PE=1 SV=1,54.5714285714286,15,25,15,1,350,37.785,8.9,0.72,0.66,0.61,18.16,10.12,21.57,,15,0,0.0,Green,74.6906174452984
False,IsMasterProtein,P06802,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Mus musculus GN=Enpp1 PE=1 SV=4,30.3532008830022,23,38,23,1,906,103.109,6.6,0.78,0.76,0.57,29.27,21.55,13.58,,23,0,0.0,Green,74.6496679193759
False,IsMasterProteinCandidate,P06802-2,Isoform 1 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Mus musculus GN=Enpp1,30.3867403314917,23,38,23,1,905,103.01,6.6,0.78,0.76,0.57,29.27,21.55,13.58,,23,0,0.0,Green,74.6496679193759
False,IsMasterProtein,P01899,"H-2 class I histocompatibility antigen, D-B alpha chain OS=Mus musculus GN=H2-D1 PE=1 SV=2",45.5801104972376,16,42,16,1,362,40.81,6.73,0.77,0.73,0.7,28.07,13.56,30.9,,16,0,0.0,Green,74.5589668713592
False,IsMasterProtein,Q91YP3,Deoxyribose-phosphate aldolase OS=Mus musculus GN=Dera PE=1 SV=1,66.6666666666667,19,30,19,1,318,34.953,8.72,0.88,0.83,0.63,31.22,15.63,25.92,,19,0,0.0,Green,74.5394538116162
False,IsMasterProteinCandidate,Q5EBQ2,"MCG7941, isoform CRA_f OS=Mus musculus GN=Pebp1 PE=2 SV=1",78.6096256684492,15,47,15,1,187,20.817,5.4,0.8,0.72,0.72,22.44,18.65,23.84,,15,0,0.0,Green,74.4425058648085
False,IsMasterProtein,Q3TGC5,Putative uncharacterized protein OS=Mus musculus GN=Pebp1 PE=2 SV=1,78.6096256684492,15,47,15,1,187,20.876,5.6,0.8,0.72,0.72,22.44,18.65,23.84,,15,0,0.0,Green,74.4425058648085
False,IsMasterProtein,Q64285,Bile salt-activated lipase OS=Mus musculus GN=Cel PE=1 SV=1,38.5642737896494,19,31,19,1,599,65.771,6.3,1.08,0.76,0.24,149.87,27.65,44.6,,19,0,0.0,Green,74.2891914416139
False,IsMasterProtein,Q8BGD9,Eukaryotic translation initiation factor 4B OS=Mus musculus GN=Eif4b PE=1 SV=1,44.189852700491,24,36,24,1,611,68.799,5.67,0.78,0.74,0.58,18.89,10.3,12.07,,24,0,0.0,Green,74.2376660441544
False,IsMasterProtein,Q61133,Glutathione S-transferase theta-2 OS=Mus musculus GN=Gstt2 PE=1 SV=4,67.2131147540984,15,40,15,1,244,27.617,7.55,0.85,0.78,0.6,22.41,11.37,14.05,,15,0,0.0,Green,74.2073613139955
False,IsMasterProteinCandidate,A0AUN0,Sec23ip protein (Fragment) OS=Mus musculus GN=Sec23ip PE=2 SV=1,30.166270783848,22,34,19,1,842,95.057,6.0,0.74,0.64,0.6,24.23,17.85,8.05,,22,0,0.0,Green,74.2030097194829
False,IsMasterProtein,G3X928,SEC23-interacting protein OS=Mus musculus GN=Sec23ip PE=1 SV=1,25.4509018036072,22,34,19,1,998,110.694,5.72,0.74,0.64,0.6,24.23,17.85,8.05,,22,0,0.0,Green,74.2030097194829
False,IsMasterProtein,Q9WU19,Hydroxyacid oxidase 1 OS=Mus musculus GN=Hao1 PE=1 SV=1,56.7567567567568,21,38,21,1,370,40.975,7.72,1.03,0.86,0.93,75.83,57.31,101.1,,21,0,0.0,Green,74.1475191544856
False,IsMasterProtein,Q3UIH7,Putative uncharacterized protein OS=Mus musculus GN=Rabggta PE=2 SV=1,50.2645502645503,22,34,22,1,567,65.017,5.88,0.78,0.61,0.55,23.75,12.64,24.93,,22,0,0.0,Green,74.1300093268733
False,IsMasterProteinCandidate,Q9JHK4,Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus GN=Rabggta PE=1 SV=1,50.2645502645503,22,34,22,1,567,64.948,5.8,0.78,0.61,0.55,23.75,12.64,24.93,,22,0,0.0,Green,74.1300093268733
False,IsMasterProtein,Q9D662,Protein transport protein Sec23B OS=Mus musculus GN=Sec23b PE=1 SV=1,36.897001303781,22,29,22,1,767,86.382,6.96,0.75,0.68,0.55,19.52,18.24,11.11,,22,0,0.0,Green,74.1073213903594
False,IsMasterProteinCandidate,Q6IEF7,Cytochrome P450 CYP2C44 OS=Mus musculus GN=Cyp2c44 PE=2 SV=1,43.9271255060729,19,32,18,1,494,56.386,8.57,0.79,0.62,0.46,49.06,32.94,15.41,,19,0,0.0,Green,74.0646336353639
False,IsMasterProtein,E9Q5K4,Protein Cyp2c44 OS=Mus musculus GN=Cyp2c44 PE=1 SV=1,43.9271255060729,19,32,18,1,494,56.386,8.47,0.79,0.62,0.46,49.06,32.94,15.41,,19,0,0.0,Green,74.0646336353639
False,IsMasterProtein,E9QNA7,Sorbin and SH3 domain-containing protein 1 OS=Mus musculus GN=Sorbs1 PE=1 SV=1,33.6486486486486,21,27,21,1,740,82.825,7.85,0.86,0.77,0.72,36.63,37.63,24.14,,21,0,0.0,Green,73.9046293718358
False,IsMasterProtein,Q9DCT2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Mus musculus GN=Ndufs3 PE=1 SV=2",49.4296577946768,14,37,14,1,263,30.131,7.17,0.71,0.65,0.55,16.97,24.75,11.46,,14,0,0.0,Green,73.8884899637398
False,IsMasterProtein,Q570Z8,MKIAA4114 protein (Fragment) OS=Mus musculus GN=Picalm PE=2 SV=1,34.7181008902077,18,28,18,1,674,72.881,9.0,0.79,0.74,0.52,30.21,15.86,26.32,,18,0,0.0,Green,73.8412772527342
False,IsMasterProteinCandidate,Q7M6Y3-5,Isoform 5 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus GN=Picalm,35.7251908396947,18,28,18,1,655,70.937,8.37,0.79,0.74,0.52,30.21,15.86,26.32,,18,0,0.0,Green,73.8412772527342
False,IsMasterProteinCandidate,Q7M6Y3-3,Isoform 3 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus GN=Picalm,38.6776859504132,18,28,18,1,605,65.581,9.0,0.79,0.74,0.52,30.21,15.86,26.32,,18,0,0.0,Green,73.8412772527342
False,IsMasterProteinCandidate,Q3TD51,Putative uncharacterized protein OS=Mus musculus GN=Picalm PE=2 SV=1,39.1959798994975,18,28,18,1,597,64.607,9.01,0.79,0.74,0.52,30.21,15.86,26.32,,18,0,0.0,Green,73.8412772527342
False,IsMasterProtein,Q01339,Beta-2-glycoprotein 1 OS=Mus musculus GN=Apoh PE=1 SV=1,52.7536231884058,18,39,18,1,345,38.593,8.22,0.93,0.74,0.62,20.88,18.14,13.57,,18,0,0.0,Green,73.7835065684485
False,IsMasterProtein,Q3U5Q7,"UMP-CMP kinase 2, mitochondrial OS=Mus musculus GN=Cmpk2 PE=1 SV=2",53.4675615212528,17,25,17,1,447,50.005,7.27,0.7,0.68,0.59,29.36,30.81,25.32,,17,0,0.0,Green,73.7393520188232
False,IsMasterProtein,P17879,Heat shock 70 kDa protein 1B OS=Mus musculus GN=Hspa1b PE=1 SV=3,42.8348909657321,20,38,20,1,642,70.133,5.72,0.72,0.7,0.47,25.34,28.41,15.5,,20,0,0.0,Green,73.6900317274392
False,IsMasterProtein,Q91X52,L-xylulose reductase OS=Mus musculus GN=Dcxr PE=1 SV=2,70.0819672131148,17,49,16,1,244,25.729,7.31,0.8,0.73,0.61,17.17,7.86,13.94,,17,0,0.0,Green,73.645588440667
False,IsMasterProtein,Q8C483,"Serine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Sars PE=1 SV=1",57.089552238806,22,37,22,1,536,61.128,7.43,0.75,0.81,0.55,19.95,7.21,14.37,,22,0,0.0,Green,73.5690949229704
False,IsMasterProtein,Q5BLK1,40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=2 SV=1,61.0441767068273,23,57,22,1,249,28.663,10.84,0.78,0.7,0.65,14.6,7.56,13.62,,23,0,0.0,Green,73.5126794850637
False,IsMasterProtein,Q3TPZ5,Dynactin 2 OS=Mus musculus GN=Dctn2 PE=2 SV=1,63.18407960199,22,46,21,1,402,44.09,5.26,0.76,0.68,0.55,18.15,11.73,18.97,,22,0,0.0,Green,73.4949224935382
False,IsMasterProtein,A0A0D5ZY64,IgE L chain kappa OS=Mus musculus PE=2 SV=1,63.4453781512605,17,64,16,1,238,26.276,7.74,0.73,0.71,0.58,18.98,16.72,17.7,,17,0,0.0,Green,73.4618137939316
False,IsMasterProtein,Q91VA7,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Mus musculus GN=Idh3b PE=1 SV=1",49.7395833333333,21,42,21,1,384,42.168,8.6,0.76,0.65,0.65,22.29,20.1,24.76,,21,0,0.0,Green,73.3549567987638
False,IsMasterProtein,Q5U5V2,Hydroxylysine kinase OS=Mus musculus GN=Hykk PE=1 SV=2,57.9787234042553,18,38,18,1,376,42.329,6.02,0.82,0.74,0.64,23.02,5.56,18.08,,18,0,0.0,Green,73.2663761225834
False,IsMasterProtein,Q9DBS5,Kinesin light chain 4 OS=Mus musculus GN=Klc4 PE=1 SV=1,37.6413570274636,20,28,19,1,619,68.571,6.09,0.76,0.71,0.63,25.25,7.16,12.22,,20,0,0.0,Green,73.2530974824314
False,IsMasterProtein,P42208,Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=2,55.6786703601108,13,32,13,1,361,41.499,6.55,0.78,0.84,0.7,30.38,15.09,25.62,,13,0,0.0,Green,73.2249213447425
False,IsMasterProtein,P57776-3,Isoform 3 of Elongation factor 1-delta OS=Mus musculus GN=Eef1d,41.2121212121212,24,56,23,1,660,72.887,6.43,0.75,0.67,0.6,20.47,13.65,16.59,,24,0,0.0,Green,73.1881218299698
False,IsMasterProtein,Q03311,Cholinesterase OS=Mus musculus GN=Bche PE=1 SV=2,43.7810945273632,23,35,23,1,603,68.418,7.25,0.81,0.74,0.54,25.96,11.29,19.85,,23,0,0.0,Green,73.18469047085
False,IsMasterProtein,Q3TUX3,Proteasome subunit alpha type OS=Mus musculus GN=Psma5 PE=2 SV=1,71.7842323651452,14,46,13,1,241,26.38,4.79,0.77,0.71,0.62,20.71,16.8,11.04,,14,0,0.0,Green,73.1798141709804
False,IsMasterProteinCandidate,Q9Z2U1,Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1,71.7842323651452,14,46,13,1,241,26.394,4.79,0.77,0.71,0.62,20.71,16.8,11.04,,14,0,0.0,Green,73.1798141709804
False,IsMasterProtein,Q9CZ30,Obg-like ATPase 1 OS=Mus musculus GN=Ola1 PE=1 SV=1,62.8787878787879,24,37,24,1,396,44.701,7.81,0.81,0.74,0.63,16.82,2.92,7.17,,24,0,0.0,Green,73.1098396544248
False,IsMasterProtein,Q3UM45,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus GN=Ppp1r7 PE=1 SV=2,64.5429362880887,23,37,22,1,361,41.266,4.92,0.93,0.88,0.58,65.77,69.82,10.17,,23,0,0.0,Green,73.1046006698372
False,IsMasterProtein,V9GXP8,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1,29.3906810035842,32,41,31,1,1116,127.863,5.91,0.78,0.7,0.62,23.7,9.93,13.23,,32,0,0.0,Green,73.0295924660505
False,IsMasterProtein,E9QN99,Alpha/beta hydrolase domain-containing protein 14B OS=Mus musculus GN=Abhd14b PE=1 SV=1,80.9523809523809,12,61,12,1,210,22.437,6.52,0.8,0.66,0.63,25.6,30.02,18.71,,12,0,0.0,Green,72.994221971815
False,IsMasterProtein,Q9Z1Z2,Serine-threonine kinase receptor-associated protein OS=Mus musculus GN=Strap PE=1 SV=2,61.4285714285714,18,30,18,1,350,38.418,5.12,0.8,0.69,0.67,22.33,14.11,16.14,,18,0,0.0,Green,72.9559274213862
False,IsMasterProtein,P40936,Indolethylamine N-methyltransferase OS=Mus musculus GN=Inmt PE=1 SV=1,66.2878787878788,19,78,19,1,264,29.441,6.39,0.8,0.69,0.63,25.81,18.87,22.42,,19,0,0.0,Green,72.9281448011873
False,IsMasterProtein,Q8VCH0,"3-ketoacyl-CoA thiolase B, peroxisomal OS=Mus musculus GN=Acaa1b PE=1 SV=1",40.0943396226415,14,61,14,1,424,43.968,8.51,0.82,0.75,0.58,29.25,10.25,9.85,,14,0,0.0,Green,72.9019680046209
False,IsMasterProtein,Q05D44,Eukaryotic translation initiation factor 5B OS=Mus musculus GN=Eif5b PE=1 SV=2,31.4967105263158,31,42,31,1,1216,137.532,5.59,0.75,0.74,0.6,22.65,15.95,16.57,,31,0,0.0,Green,72.8759138271002
False,IsMasterProtein,Q91X91,Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Mus musculus GN=Qprt PE=1 SV=1,59.866220735786,15,51,15,1,299,31.51,6.71,0.76,0.74,0.65,25.02,9.0,14.1,,15,0,0.0,Green,72.8301032268072
False,IsMasterProtein,A2RSW6,Aminomethyltransferase OS=Mus musculus GN=Amt PE=2 SV=1,50.6203473945409,18,32,18,1,403,43.981,8.7,0.73,0.77,0.78,18.94,3.86,13.31,,18,0,0.0,Green,72.8240549607828
False,IsMasterProtein,Q3TLP5,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial OS=Mus musculus GN=Echdc2 PE=1 SV=2",69.9324324324324,16,29,16,1,296,31.832,8.72,0.82,0.71,0.65,27.82,13.29,12.07,,16,0,0.0,Green,72.7864212659731
