human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,Description_prot,Coverage [%]_prot,# Peptides_prot,# PSMs_prot,# AAs_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17_prot,RR1_GC_NASA_LVR_POOL_prot,RR1_GC_NASA+CASIS_LVR_POOL_prot,RR1_BA_CASIS_LVR_POOL_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21.1_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17.1_prot,RR1_GC_NASA_LVR_POOL.1_prot,RR1_GC_NASA+CASIS_LVR_POOL.1_prot,RR1_BA_CASIS_LVR_POOL.1_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000052131,Akr1b7,Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2,3,1,1,316,47.9,27.2,58.0,65.6,48.8,58.3,45.9,41.8,49.6,43.1,,,,,,,,,,,44.7713838068643,48.4682925132807,4851.22312471128,47.6923526812572,56.5436299260745,38.5088513192553,38.2022818513932,26.0295335836448,22.2269897836607,22.3418600282372,29.264953569289,21.459895859118,16.9692291690364,50.5496125624026
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000052131,Akr1b7,Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2,3,1,1,316,47.9,27.2,58.0,65.6,48.8,58.3,45.9,41.8,49.6,43.1,,,,,,,,,,,44.7713838068643,48.4682925132807,4851.22312471128,47.6923526812572,56.5436299260745,38.5088513192553,38.2022818513932,26.0295335836448,22.2269897836607,22.3418600282372,29.264953569289,21.459895859118,16.9692291690364,50.5496125624026
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000061758,Akr1b10,Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2,3,1,1,316,47.9,27.2,58.0,65.6,48.8,58.3,45.9,41.8,49.6,43.1,,,,,,,,,,,44.5653380828739,90.754763776449,214.240009135278,48.9573318004287,58.4307824741844,53.5943557800904,60.698050232081,73.8405150896092,29.2526784623554,52.1363267500663,82.1835249567355,43.9850259183673,71.1768304418342,64.4767361610461
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000061758,Akr1b10,Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2,3,1,1,316,47.9,27.2,58.0,65.6,48.8,58.3,45.9,41.8,49.6,43.1,,,,,,,,,,,44.5653380828739,90.754763776449,214.240009135278,48.9573318004287,58.4307824741844,53.5943557800904,60.698050232081,73.8405150896092,29.2526784623554,52.1363267500663,82.1835249567355,43.9850259183673,71.1768304418342,64.4767361610461
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000061758,Akr1b10,Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2,3,1,1,316,47.9,27.2,58.0,65.6,48.8,58.3,45.9,41.8,49.6,43.1,,,,,,,,,,,44.5653380828739,90.754763776449,214.240009135278,48.9573318004287,58.4307824741844,53.5943557800904,60.698050232081,73.8405150896092,29.2526784623554,52.1363267500663,82.1835249567355,43.9850259183673,71.1768304418342,64.4767361610461
ENSG00000198380,Q06210,GFPT1,ENSMUSG00000029992,Gfpt1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,4,2,3,699,39.5,23.7,41.6,53.9,43.9,42.3,57.5,33.5,44.8,33.2,,,,,,,,,,,987.279608475218,553.896129307489,628.726172413197,421.037268460808,345.299885884321,306.487257654808,411.398495580244,335.092891649608,309.07656537833,257.229805710339,389.044904844662,428.600668131836,461.93604523822,320.909300458281
ENSG00000143799,P09874,PARP1,ENSMUSG00000026496,Parp1,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,1,1,2,1014,,,,,,,,,,,18.7,18.4,32.6,23.4,33.2,23.9,18.4,21.7,17.1,29.5,686.474758613898,626.492498213395,780.284486727859,567.536594909545,704.013875598461,693.130083578606,494.959168523101,595.777137600648,439.16053229594,610.823511257027,867.720566631938,614.661553984979,594.424002700779,612.73288830669
ENSG00000143862,Q96BM9,ARL8A,ENSMUSG00000026426,Arl8a,ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1,10,2,3,186,55.6,33.0,57.2,75.9,50.1,56.1,50.0,39.1,31.7,45.3,37.8,34.6,61.8,45.9,49.1,57.8,56.2,39.3,29.9,58.6,298.452724868383,238.123531642436,334.90344874983,340.286431444166,161.546710345265,199.031248989317,199.668072054392,249.469437295651,176.015746374313,274.118129160202,336.00032574959,202.732222767034,254.670884276289,256.941376163928
ENSG00000144579,Q9GZU7,CTDSP1,ENSMUSG00000026176,Ctdsp1,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 OS=Homo sapiens OX=9606 GN=CTDSP1 PE=1 SV=1,3,1,3,261,13.7,7.8,14.9,19.1,13.5,17.0,16.0,15.1,14.0,14.7,29.2,27.8,59.8,39.6,45.1,37.7,35.8,33.0,24.5,48.8,5992.78877182276,5879.54329150056,5541.28768602879,5658.42602681032,3240.77210179659,2856.32015903519,3018.0749832838,3139.73595248313,3108.82451782848,2931.99568405417,2297.7290858535,3359.54720289955,2906.94273226866,2927.85924668473
ENSG00000148484,Q15404,RSU1,ENSMUSG00000026727,Rsu1,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,12,2,4,277,,,,,,,,,,,80.0,65.5,80.9,68.5,67.3,72.8,59.2,56.1,42.6,97.0,546.392336370573,544.484927129465,501.3713256372,529.78698632369,397.217619264835,281.838170071499,354.915111925916,283.175517932967,275.479116094009,441.567360937588,237.765898286217,370.41291914757,293.682926715957,494.231250179384
ENSG00000151414,Q8TDX7,NEK7,ENSMUSG00000026393,Nek7,Serine/threonine-protein kinase Nek7 OS=Homo sapiens OX=9606 GN=NEK7 PE=1 SV=1,9,2,4,302,67.9,36.4,55.4,58.3,61.9,68.4,60.6,50.4,53.4,52.5,51.3,52.8,67.7,48.9,57.6,56.0,46.5,61.4,31.2,69.9,1197.82693931469,1502.86600963199,1291.08446876124,1136.58091401925,812.357502977344,661.858826846244,795.068672917646,838.301222966073,814.963597792333,910.863762288399,786.891128140481,790.482713992781,629.20106382336,791.565824152411
ENSG00000152465,O60551,NMT2,ENSMUSG00000026643,Nmt2,Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens OX=9606 GN=NMT2 PE=1 SV=1,6,2,3,498,43.1,31.1,30.3,47.2,37.2,28.9,33.6,33.4,33.0,38.6,,,,,,,,,,,536.730292685805,475.417261523862,515.991342603487,465.815888120521,331.615953295344,657.958967091578,609.49765586736,751.217173055388,502.919970733356,413.82366810132,592.886267884142,456.399919274903,539.964256160481,552.2301281694
ENSG00000153827,Q14669,TRIP12,ENSMUSG00000026219,Trip12,E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,1,2,4,1992,33.6,18.0,39.6,56.6,41.1,44.8,42.9,30.4,37.1,38.9,,,,,,,,,,,2429.91112050514,2212.50031652545,2282.12131283499,2164.80072673224,1649.21600222085,1793.94006769941,1610.4678284787,2204.94951336542,1999.99039134015,1934.28707934542,1503.08635405213,1631.74371150366,1832.43231633202,1671.69467306836
ENSG00000158710,P37802,TAGLN2,ENSMUSG00000026547,Tagln2,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,35,5,16,199,269.7,144.8,222.3,259.1,217.6,225.4,303.6,218.4,319.0,249.2,86.2,76.1,88.7,101.0,89.5,91.9,80.9,62.9,77.9,100.7,546.211070301056,573.977800186141,703.404047768093,461.56388026298,346.609471289157,248.241155684729,380.57632638878,317.299858873324,283.767976071674,305.59802785865,403.097766351705,375.126160290358,393.173043034031,213.262895726257
ENSG00000158716,Q9BVJ7,DUSP23,ENSMUSG00000026544,Dusp23,Dual specificity protein phosphatase 23 OS=Homo sapiens OX=9606 GN=DUSP23 PE=1 SV=1,14,3,15,150,113.2,87.6,110.4,131.5,106.1,109.0,107.1,88.2,80.8,95.9,106.9,122.4,153.1,118.3,126.6,118.8,104.2,104.0,81.3,149.3,427.81481096549,411.607043073915,370.239340183465,627.257669012786,686.769542862072,569.704508159086,648.570593415599,641.442605946069,598.108121572851,633.457964925798,1066.41660627346,791.632365972867,802.85669915399,749.171798137483
ENSG00000159176,P21291,CSRP1,ENSMUSG00000026421,Csrp1,Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3,8,1,3,193,10.3,4.9,6.3,4.8,5.6,11.5,24.3,11.3,9.8,11.2,16.0,10.2,16.4,21.3,12.4,17.0,12.4,9.3,7.6,15.5,301.015600364014,461.647654474362,558.013105974431,317.313857499566,255.670108195148,99.6878185908993,170.204278383652,160.854534274414,122.270337990275,186.188261316603,154.547394545608,163.363309038852,133.656612754887,132.230684367817
ENSG00000162909,P17655,CAPN2,ENSMUSG00000026509,Capn2,Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,5,2,4,700,47.5,24.7,49.0,59.1,52.4,51.5,53.0,39.9,48.7,41.7,55.3,54.5,77.7,61.3,70.5,70.2,63.2,57.2,48.9,79.9,1167.34044687092,1217.69910379346,1112.55545927633,882.196756781814,757.514519180476,551.812073355,737.968265720541,712.757700020095,610.553217802069,988.250081222442,1205.34293310225,1101.51812820659,952.720170354727,851.167510297646
ENSG00000163050,Q8NI60,COQ8A,ENSMUSG00000026489,Coq8a,"Atypical kinase COQ8A, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8A PE=1 SV=1",2,1,3,647,171.5,97.1,117.5,167.6,142.3,161.7,159.8,133.5,140.5,149.2,89.7,88.3,80.0,86.0,94.5,86.2,81.2,79.9,72.8,108.6,18231.7981039107,23092.7854520025,19760.2551141661,20211.5881662915,6788.35907246901,5260.39044342451,5178.49458472944,4787.82403821812,6050.57268902204,6847.16410023718,4384.86646484124,8587.29819983123,5624.98650339526,8336.1266982522
ENSG00000163554,P02549,SPTA1,ENSMUSG00000026532,Spta1,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5",0,1,1,2419,26.2,18.9,20.8,22.3,12.1,15.9,17.4,20.9,14.3,21.5,,,,,,,,,,,4.02198595942463,10.8517407646175,7.69032418434153,8.38255595374017,2.85727639088505,0.0,0.0,1.43139884161256,0.0,77.568397508655,7.20979078953698,0.0,1.71498638978772,0.0
ENSG00000165983,Q96BW5,PTER,ENSMUSG00000026730,Pter,Phosphotriesterase-related protein OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1,2,1,2,349,97.4,61.1,95.4,96.8,76.4,106.8,93.4,85.1,79.1,90.9,100.7,89.9,137.7,112.6,93.5,90.2,81.4,112.9,52.4,135.7,3488.50832379186,2946.10030630386,2771.09246699337,2643.73217302225,1876.24092764659,1146.74737857155,1958.76326941619,1688.12877506848,1927.54655707936,3537.90620766817,3620.80589942926,2904.87450019087,2711.47294021024,2284.63454957365
ENSG00000173692,Q99460,PSMD1,ENSMUSG00000026229,Psmd1,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,11,8,29,953,100.1,58.9,121.0,109.4,112.5,115.6,103.0,88.7,101.3,90.5,128.0,108.9,176.3,144.1,157.0,149.5,127.2,127.3,110.6,160.3,2537.35703193077,2696.01559295797,2407.19129112981,2355.12595815242,2180.42412046822,2110.12488089733,2369.53821460068,2241.94838124163,2226.62316592959,3061.59918580518,4850.39071214481,3001.37873000677,3393.87339067516,2515.13601510987
ENSG00000175084,P17661,DES,ENSMUSG00000026208,Des,Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3,26,12,37,470,110.8,99.6,129.2,148.5,125.0,121.2,254.2,183.9,137.6,205.1,123.7,37.8,64.3,42.3,47.6,60.2,261.8,67.5,42.2,89.5,149.735939211508,8794.50120451897,1553.46485622737,99.978047000315,189.324578001693,114.734913278708,158.146228666171,92.5002609359375,93.5396444490237,147.214611413664,181.296613771242,217.159774921672,153.049705325004,73.4012598124574
ENSG00000186205,Q5VT66,MTARC1,ENSMUSG00000026621,Mtarc1,Mitochondrial amidoxime-reducing component 1 OS=Homo sapiens OX=9606 GN=MTARC1 PE=1 SV=1,7,2,20,337,62.5,44.0,44.1,86.3,47.1,70.3,68.3,50.7,42.9,52.5,20.2,14.3,29.7,23.2,13.3,18.5,11.6,16.6,7.9,21.2,6850.66614988465,7916.20956431774,5809.09269169927,8764.32932917147,11739.874436306,8951.41016390625,8989.31431584236,8946.27851441344,9164.38074897109,9654.03151706332,8654.40006961094,10289.1163221982,7733.88549733567,8831.09862782101
ENSG00000266028,O75044,SRGAP2,ENSMUSG00000026425,Srgap2,SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=SRGAP2 PE=1 SV=3,2,2,2,1071,13.7,8.7,15.8,13.7,13.6,10.4,10.0,9.2,14.1,13.2,,,,,,,,,,,465.061004608731,417.587545373373,383.436979903853,321.888211079978,295.557531424659,479.331038213261,415.87184770293,416.322665181335,417.091557892947,332.378123502524,494.261134415505,464.013416091071,554.954012092561,624.303431058654
ENSG00000085832,P42566,EPS15,ENSMUSG00000028552,Eps15,Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2,2,2,5,896,23.2,18.2,23.6,30.5,19.8,27.8,23.8,18.7,20.2,19.9,54.8,50.4,101.9,72.8,71.6,70.3,52.6,57.7,45.1,86.5,804.206952815665,878.21168148718,971.622525703996,748.324162234351,848.924982885804,447.417767868803,620.595789663405,600.6607142545,604.208221602946,755.519228566234,552.232412909005,508.457810230115,395.883567619437,480.475503959665
ENSG00000085840,Q13415,ORC1,ENSMUSG00000028587,Orc1,Origin recognition complex subunit 1 OS=Homo sapiens OX=9606 GN=ORC1 PE=1 SV=2,1,1,1,861,,,,,,,,,,,31.6,31.4,49.7,40.7,41.7,40.6,31.4,28.4,27.9,51.7,0.764923265807174,0.0,2.34977737902226,0.478271047479788,0.0,2.49307144756512,0.400517838130393,0.0,0.0,7.3090880632163,0.540004258319924,0.0,0.0,0.0
ENSG00000090273,Q9Y266,NUDC,ENSMUSG00000028851,Nudc,Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1,3,1,2,331,171.7,119.6,214.8,223.6,225.9,205.9,199.6,158.0,177.7,166.0,84.6,68.5,112.2,81.0,97.2,91.5,67.8,68.3,68.2,92.7,1169.03315908329,1177.62872364662,1262.76362394809,1357.65399177006,882.796374275558,747.937643435111,762.673428934219,930.361892085819,946.960568343424,911.550639409914,648.502827462968,907.177725731941,927.033164677877,901.35470901809
ENSG00000097021,O00154,ACOT7,ENSMUSG00000028937,Acot7,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3,3,1,3,380,26.8,12.1,26.1,36.2,26.0,31.2,31.1,27.8,30.6,27.1,18.8,15.7,31.7,28.0,27.2,25.8,22.2,20.9,18.1,24.7,482.002460213303,559.797441589418,496.258968811074,484.666538666864,371.036252697625,325.04858747917,372.406951374415,396.691201058177,451.984928450275,296.140028652944,359.541738338731,449.186301510424,401.123461593118,325.958451628956
ENSG00000105819,O75439,PMPCB,ENSMUSG00000029017,Pmpcb,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2,12,5,15,489,66.3,47.3,67.4,75.8,74.1,67.4,64.9,57.2,69.1,67.2,98.6,84.1,123.7,133.3,125.0,132.6,76.3,115.7,90.4,130.8,1391.6524039472,1415.65033191931,1202.71380529787,1278.74395996557,3335.2337492684,2303.09808623065,2605.58701253984,1737.87620047664,2020.29130766292,2603.20287444111,3232.57466554978,3180.81202483011,2102.53748209973,2453.93145459275
ENSG00000105821,Q99543,DNAJC2,ENSMUSG00000029014,Dnajc2,DnaJ homolog subfamily C member 2 OS=Homo sapiens OX=9606 GN=DNAJC2 PE=1 SV=4,2,1,2,621,,,,,,,,,,,13.7,13.3,18.9,10.4,18.5,11.2,14.4,12.9,9.7,16.5,401.119063191523,424.086817880657,336.084006776135,428.16910116751,529.393332341275,493.282488363403,582.663292070902,588.98794506569,530.573902804812,522.968773600484,946.781391248811,621.429797213429,827.998157839391,593.086430224457
ENSG00000116157,Q96SL4,GPX7,ENSMUSG00000028597,Gpx7,Glutathione peroxidase 7 OS=Homo sapiens OX=9606 GN=GPX7 PE=1 SV=1,4,1,1,187,128.3,141.8,170.7,327.6,130.8,134.9,118.5,136.1,97.1,158.3,,,,,,,,,,,32.4214003064773,25.6874981334602,33.8889343580311,54.1121261090649,34.0000775254283,36.9084202511689,53.352690960918,45.8568613082296,31.041855602557,60.3515166687181,40.3260204193217,21.0903843364855,48.11448041858,59.1323436895621
ENSG00000116171,P22307,SCP2,ENSMUSG00000028603,Scp2,Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,6,2,11,547,61.5,35.7,90.0,69.8,108.1,68.6,61.4,62.9,73.1,72.7,44.1,53.5,92.9,57.2,66.5,77.4,46.0,48.0,49.5,73.4,39600.5924483966,42992.4268310129,37786.9072145259,55102.8403468925,32764.8706435545,32877.0114855997,28022.9357142369,30826.7421304936,27927.3411363338,29332.4317829053,15890.0357610823,29321.7122717906,20408.5903999817,23914.4384928417
ENSG00000116221,Q9BZE1,MRPL37,ENSMUSG00000028622,Mrpl37,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL37 PE=1 SV=2",2,1,2,423,69.0,43.5,116.4,156.9,111.3,101.2,131.9,64.0,116.9,66.1,,,,,,,,,,,710.851857270091,877.672820435571,810.53838688809,880.41602901937,823.026237904501,814.597975763972,654.075303740008,744.754059850279,797.601458298469,643.160841465113,684.731358776852,735.424891634403,700.734901964575,672.59499720284
ENSG00000116251,P35268,RPL22,ENSMUSG00000028936,Rpl22,60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,42,3,21,128,72.2,42.4,87.6,86.4,75.0,78.5,77.9,61.4,69.4,69.1,48.7,44.2,74.7,51.4,67.3,59.1,45.8,50.0,43.5,64.8,1860.89944716249,2140.11799060546,1671.86426077278,1890.94566128782,4665.8095948829,3514.27531457822,4329.65673214221,3966.8592236858,3549.217965816,4115.51713713036,3814.69064303619,4412.22265477668,2683.71523519248,3241.80505863462
ENSG00000116288,Q99497,PARK7,ENSMUSG00000028964,Park7,Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2,12,2,26,189,69.8,37.8,73.2,73.3,59.1,66.2,63.7,55.6,70.6,63.3,128.8,116.2,186.0,154.4,160.5,174.1,125.4,121.6,109.9,173.1,2238.91295516064,3165.16486420271,2379.68391271318,3254.60830311242,4037.45917373,3232.11941354095,3676.88296718673,3047.00533141401,3857.50943324576,3673.46352068385,3376.58858551084,4020.92447466408,2944.36218791058,3511.3767772628
ENSG00000116350,Q08170,SRSF4,ENSMUSG00000028911,Srsf4,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,6,3,10,494,22.2,11.4,30.3,25.4,28.1,27.6,23.2,19.3,22.5,22.7,6.5,8.3,14.1,16.1,9.6,16.2,9.6,10.7,7.7,15.0,777.088962486189,961.668375619004,689.617479742241,1064.70971158954,863.549813927226,1594.64112647256,1203.22870907639,1481.57284603994,1528.90688939145,1535.23721762674,1175.40675983833,1117.44912990402,1633.58608883065,1543.32405572465
ENSG00000116353,Q9BV79,MECR,ENSMUSG00000028910,Mecr,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Homo sapiens OX=9606 GN=MECR PE=1 SV=2",2,1,2,373,281.0,198.7,304.2,336.5,274.3,262.2,276.2,255.1,282.0,271.7,103.6,90.2,165.5,98.4,126.7,107.6,70.8,97.2,75.5,133.1,338.429485675256,357.086602156222,358.47231820019,493.97742520076,440.553293200103,549.001249400468,363.509974774656,456.305951987426,403.637777988623,353.420659227816,418.691034671762,366.313750220034,389.731201250813,441.843871209961
ENSG00000116560,P23246,SFPQ,ENSMUSG00000028820,Sfpq,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",17,10,24,707,69.7,54.9,105.0,111.6,102.8,100.5,103.2,82.0,91.3,92.0,31.3,30.7,54.1,34.4,36.2,41.3,32.2,30.5,30.6,44.6,1146.62998262196,1065.50937395203,752.883843613604,1133.55841462569,1224.75718341978,1647.82323087815,1626.32645076813,1340.59955972823,1891.23216829232,1213.97088740343,1247.25515800468,1245.9849266668,1563.66434999845,1199.82047159193
ENSG00000116641,Q96N67,DOCK7,ENSMUSG00000028556,Dock7,Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4,0,1,1,2140,20.0,13.5,19.5,25.5,19.4,25.4,18.7,17.3,21.0,18.0,,,,,,,,,,,601.639697538324,676.624097652279,514.917330143208,454.412061962513,727.070542702506,627.180843602161,412.334113789965,506.180263834551,546.563356947169,319.486042714235,450.104106324424,456.865724405629,622.079972652545,677.574970251723
ENSG00000116688,O95140,MFN2,ENSMUSG00000029020,Mfn2,Mitofusin-2 OS=Homo sapiens OX=9606 GN=MFN2 PE=1 SV=3,8,4,8,757,17.7,10.4,15.0,19.9,18.3,20.0,15.9,16.4,18.7,22.0,14.0,9.1,26.5,17.5,11.4,15.6,16.7,12.7,13.9,22.3,3156.89496610509,4033.18557218726,3178.00016862838,2203.72765240432,1031.66852567492,1522.26430798783,1210.76027892057,1023.40548231684,1313.72597897063,1020.30423872542,1011.86522435335,1356.58351845499,1168.86855684935,1323.1861445965
ENSG00000116898,P82914,MRPS15,ENSMUSG00000028861,Mrps15,"28S ribosomal protein S15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS15 PE=1 SV=1",4,1,1,257,,,,,,,,,,,31.6,25.7,40.0,36.1,31.3,27.7,23.2,30.8,23.3,40.8,514.91050841149,522.439754100908,407.325816949729,639.302031499425,594.915146232092,487.90482205943,578.240731422286,517.326612195652,481.474339957704,671.161154244146,786.422762154222,657.064195752799,526.39286009408,561.048168647684
ENSG00000116990,P12524,MYCL,ENSMUSG00000028654,Mycl,Protein L-Myc OS=Homo sapiens OX=9606 GN=MYCL PE=1 SV=2,2,1,2,364,108.9,74.6,156.6,181.3,131.6,127.8,128.2,121.9,123.8,136.3,136.9,130.6,160.1,139.8,138.1,130.0,135.4,141.0,86.5,187.4,240.67298097505,365.262655472813,222.639109137432,220.598708098924,283.625346507193,221.262890979559,197.447001514518,189.138547876418,232.420248545104,223.39125901272,122.154201527584,167.545528702152,266.01089175726,353.370168637052
ENSG00000117013,P56696,KCNQ4,ENSMUSG00000028631,Kcnq4,Potassium voltage-gated channel subfamily KQT member 4 OS=Homo sapiens OX=9606 GN=KCNQ4 PE=1 SV=2,2,1,9,695,29.4,24.2,29.8,38.7,43.8,28.6,32.4,24.0,27.9,30.1,28.6,25.3,46.2,30.0,38.1,37.5,26.3,32.6,24.2,39.4,13.7648825925149,83.9340978302685,27.2154256231527,13.1629581706885,23.1473136577075,18.8040849268418,12.7188991100189,9.98677066811577,21.7071239074334,2.5669915435097,11.4323172944961,10.4790437001512,22.7869630654145,11.392519241357
ENSG00000117305,P35914,HMGCL,ENSMUSG00000028672,Hmgcl,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCL PE=1 SV=2",6,2,13,325,74.4,33.8,43.2,51.6,59.8,65.6,90.3,39.5,71.1,67.9,139.3,131.5,140.8,148.7,151.0,150.3,92.0,133.4,107.6,166.9,2854.5552961869,2967.30480237649,2257.75376859217,3327.54790891059,3080.83966093374,3803.5095594606,3167.67052638925,3345.47012930655,2703.53234152092,2713.48994379255,1857.7951342115,2772.4790625054,2487.51517054453,2955.36269987853
ENSG00000117308,Q14376,GALE,ENSMUSG00000028671,Gale,UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2,2,1,3,348,77.6,42.6,60.2,83.9,45.1,76.5,74.0,47.7,55.9,54.9,39.3,36.7,49.8,39.5,41.5,38.0,30.1,38.1,26.0,46.7,433.909438551762,471.126821921325,450.437618743266,206.715169147682,243.49574307175,237.262032759002,314.284680689481,187.87136459788,245.007623990024,364.258708497989,680.793654957453,596.711970031846,806.334316739969,326.074491378256
ENSG00000117395,Q99848,EBNA1BP2,ENSMUSG00000028729,Ebna1bp2,Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2,2,1,1,306,12.7,10.5,18.4,12.1,13.3,13.5,14.2,9.7,12.1,12.2,,,,,,,,,,,474.566044943291,475.857119921164,565.179545299551,518.147862848569,484.74509506402,384.505259717751,449.300267126709,445.063737243083,457.888133174853,413.099670907495,536.968192495701,506.975805446936,483.828026449918,451.031768964023
ENSG00000117448,P14550,AKR1A1,ENSMUSG00000028692,Akr1a1,Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,22,5,24,325,25.2,12.6,29.7,30.9,23.4,24.6,25.1,20.8,27.0,26.0,31.8,29.1,49.0,34.3,43.8,45.7,40.5,38.4,31.9,46.7,4299.16769643728,4462.19465396932,4424.23071780052,5004.78904658976,5432.90683621461,4795.6952521851,5855.29750593183,5169.65190047085,5007.15923645954,6132.74281752693,6923.88500151868,5626.72590533162,5710.96012903861,5888.16670223211
