ensembl_id,Accession,Mmus_C57-6J_LVR_GC_I_Rep1_M31,Mmus_C57-6J_LVR_GC_I_Rep2_M32,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_GC_C_Rep1_M36,Mmus_C57-6J_LVR_GC_C_Rep2_M37,Mmus_C57-6J_LVR_GC_C_Rep3_M38,Mmus_C57-6J_LVR_GC_C_Rep4_M39,Mmus_C57-6J_LVR_GC_C_Rep5_M40,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,GC_mean,GC_std,FLT_mean,FLT_std,Checked,Master,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
ENSMUSG00000024208,Q9CQY6,296.822379989842,457.846177932468,452.143410257524,539.131889842983,1335.80829515281,755.443776701214,897.742598906496,712.074929738329,663.770589016496,1180.89003987506,1629.40686563735,1386.51122825875,878.14682553952,928.01461919085,731.3583924910936,332.21326872264353,999.1778398002909,430.27835100007337,False,IsMasterProtein,Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Mus musculus GN=Uqcc2 PE=1 SV=1,37.5,4,4,4,1,136,16.31,9.19,1.07,1.37,1.03,22.65,36.56,12.34,,4,1,0.0002585315408479,Yellow,7.49903352932967
ENSMUSG00000024213,Q9JI46,535.172515419366,673.596257595093,687.557956184904,561.499874782759,377.595625521615,567.623260942033,583.890415394798,487.130761638162,595.50213521623,451.333286677941,500.660856318514,427.854468317134,549.779526176131,469.544247034062,545.787281675328,93.61005428843295,521.1757450702064,88.31831996165516,False,IsMasterProtein,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus GN=Nudt3 PE=1 SV=1,38.6904761904762,5,8,5,1,168,19.018,6.34,1.23,0.91,0.98,19.62,47.04,39.8,,5,1,0.0002697599136768,Yellow,8.58277970614083
ENSMUSG00000029649,Q9CQT5,1777.91779712312,2015.02608844051,1814.10140987917,2605.10742239825,3122.76224762674,2458.27077552581,2658.56717756974,2921.6654614756,2372.84483076117,2966.52090121382,2354.48652062695,3505.59270092383,2525.16314371791,2613.27976739066,2475.2934826460987,476.2732780170917,2626.32169516437,521.7442453109066,False,IsMasterProtein,Proteasome maturation protein OS=Mus musculus GN=Pomp PE=1 SV=1,10.6382978723404,1,1,1,1,141,15.756,5.49,,,,,,,,1,1,0.0002367424242424,Yellow,5.65569332130972
ENSMUSG00000029656,Q8BH35,1527.34728290451,493.940863012132,1448.86949228901,2568.37765965806,2063.41798659852,338.295474716087,1079.91289896743,1175.00749354329,792.398317011618,4976.41179137416,1795.77646051318,2268.28762599922,1238.84160658193,1540.99970592977,1067.188616679084,598.8062682588702,2262.509191763618,1284.9887480835985,False,IsMasterProtein,Complement component C8 beta chain OS=Mus musculus GN=C8b PE=1 SV=1,8.14940577249576,3,3,3,1,589,66.186,7.77,1.43,0.95,1.01,18.11,50.48,20.19,,3,1,0.0002757099531293,Yellow,9.1733816746067
ENSMUSG00000037351,Q8R5C5,1571.60850070108,1679.91617863366,1752.64784539922,1416.60424850789,1060.88219107395,1122.3144686801,968.577560937378,1144.8605005561,1330.37305821681,1136.2677684957,1223.14414945482,1186.50325520151,1443.38079788045,1184.19598917819,1268.3617798284395,269.15972218019414,1334.6777220168258,219.70966087248675,False,IsMasterProtein,Beta-centractin OS=Mus musculus GN=Actr1b PE=1 SV=1,21.0106382978723,6,10,5,1,376,42.255,6.4,1.1,1.21,0.85,25.16,34.2,36.61,,6,0,0.0,Green,26.4648477124432
ENSMUSG00000037353,Q924L1,544.031757714223,489.854538486293,596.51457601121,599.215124219272,610.906782169027,782.384954023701,528.364954327616,662.734930277379,714.913108719681,697.393325243391,800.972685393128,579.76312794376,892.846305618536,748.45631592054,619.0272893882742,106.7596254824317,702.1659229071196,119.04542627638918,False,IsMasterProtein,LETM1 domain-containing protein 1 OS=Mus musculus GN=Letmd1 PE=1 SV=1,10.0,4,6,4,1,360,41.674,10.54,1.14,1.84,1.34,25.7,64.02,50.76,,4,1,0.0002997601918465,Yellow,11.6931005907482
ENSMUSG00000071633,Q5FW57,2093.54736938567,2818.76126434619,1979.47946303311,2642.29707647203,1516.45565749713,1596.68449678182,1524.31319024886,2170.22091338604,1250.53148697336,1215.19514349928,580.445673784119,1383.88472599067,586.990618182926,1300.39626807748,1852.93062551701,538.6944078948734,1384.0984241485164,736.4685377397846,False,IsMasterProtein,Glycine N-acyltransferase-like protein OS=Mus musculus GN=Gm4952 PE=1 SV=3,83.7837837837838,26,67,26,1,296,34.146,7.8,2.18,1.58,1.1,16.26,34.34,33.17,,26,0,0.0,Green,136.2284953545
ENSMUSG00000071644,Q9D8N0,3413.59395098352,4335.49584319394,3456.15190205392,3527.70989825081,2443.49115708587,1973.41366955664,2318.84976494744,2448.43142023478,2225.54329609688,2183.57727163011,2489.42006998152,2538.62974807408,2535.35100081651,1994.85814948147,2736.974157442724,836.8481801497161,2675.099720041203,593.5683376611587,False,IsMasterProtein,Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3,64.5308924485126,24,58,24,1,437,50.029,6.74,1.5,1.33,1.15,11.75,14.32,18.14,,24,0,0.0,Green,98.313299966908
ENSMUSG00000071647,Q8VC03,389.57586305015,292.556253597583,364.80031257202,553.973895276014,529.435434436384,730.001109064078,513.45779264735,594.88177904815,512.190928373246,473.554284318247,483.163233170397,436.385794168144,596.004493196232,627.371718505429,508.87130860242013,140.10397032941947,505.0362473152119,92.6324524761289,False,IsMasterProtein,Echinoderm microtubule-associated protein-like 3 OS=Mus musculus GN=Eml3 PE=1 SV=1,3.79041248606466,3,3,3,1,897,95.636,7.05,,,,,,,,3,1,0.000234962406015,Yellow,5.51516748166995
ENSMUSG00000045038,P16054,472.753252925147,520.674997031899,524.826852352924,361.64842071047,318.031778530135,263.915518494036,256.815637744035,352.33582816794,282.060819442929,395.678003899674,401.87148899296,338.277648203833,433.074266133314,305.752656620975,352.3696903337316,104.79823992378859,394.44704813059286,71.46682147209414,False,IsMasterProtein,Protein kinase C epsilon type OS=Mus musculus GN=Prkce PE=1 SV=1,3.25644504748982,3,3,2,1,737,83.507,7.03,1.43,1.17,1.31,22.05,16.97,23.3,,3,22,0.0043461082576056,Yellow,2.3485023893393
ENSMUSG00000063683,Q91XE0,5113.19898748482,5570.55758087347,4382.17793306332,6140.05605400407,4354.09862272799,4638.19780884719,4437.62808562757,3841.75081293552,5300.11569202609,4988.97989751894,3101.02362775008,3645.72052426752,2629.32545243872,3776.89036817599,4750.792512931807,605.4724815215887,4094.881979602663,1190.4594408642702,False,IsMasterProtein,Glycine N-acyltransferase OS=Mus musculus GN=Glyat PE=1 SV=1,82.0945945945946,21,66,21,1,296,34.076,8.28,1.43,1.55,1.42,22.39,28.12,29.79,,21,0,0.0,Green,116.197204855784
ENSMUSG00000031143,Q9JIG7,245.429179227697,274.163401449661,263.307317254216,306.923991487598,311.911404019783,346.524401760761,316.706270163352,412.766901127422,324.916223648226,296.759646145569,336.432521325094,265.96115708236,323.072614243534,327.671124692792,318.9168259138432,53.328031003547515,302.875481747309,29.243015856843012,False,IsMasterProtein,Coiled-coil domain-containing protein 22 OS=Mus musculus GN=Ccdc22 PE=1 SV=1,33.0143540669856,14,18,14,1,627,70.8,6.01,1.28,1.43,1.06,24.15,51.32,34.11,,14,0,0.0,Green,45.6581768504823
ENSMUSG00000037686,A0JNU3,2532.12924409036,2510.57225643748,1454.16656426641,4233.50088874968,10948.6069648324,15793.414865387,9822.49913494648,10813.1230461245,13079.2341910608,7182.51390314662,6008.3195069917,6642.19404111434,7077.79831159085,12565.3138431441,9357.082814697003,5059.728151916132,6451.972437000529,3377.153232631647,False,IsMasterProtein,60 kDa lysophospholipase OS=Mus musculus GN=Aspg PE=1 SV=1,30.4964539007092,13,18,13,1,564,60.556,5.88,1.52,1.47,1.19,25.84,29.55,32.59,,13,0,0.0,Green,62.7474133224798
ENSMUSG00000037703,A2AHG0,982.399792901363,775.593574482603,728.740010160351,779.523308546805,764.23234001084,902.279558615814,670.700158803545,734.945957432371,1020.10066614038,520.165947351246,568.622325689725,708.999267179036,685.084950233007,869.9212161465,835.7502926267023,132.94985792379066,694.4367179009529,119.52010921983032,False,IsMasterProtein,Leucine zipper putative tumor suppressor 3 OS=Mus musculus GN=Lzts3 PE=1 SV=1,3.0,2,2,2,1,700,74.94,6.99,2.05,1.4,1.23,56.86,45.73,50.58,,2,44,0.0083777608530083,Yellow,1.82461499549135
ENSMUSG00000037706,P35762,5437.32178809722,4527.74978151323,5285.34506131961,6227.14125886808,3393.7553763725,3580.18180115167,3734.31957961822,3566.53773489022,3683.81157650186,4583.17788969092,3965.15824403704,4667.95087869625,3428.7768792859,4430.0844430999,3989.0968054492737,735.5057444632298,4655.376379285386,904.0999189897458,False,IsMasterProtein,CD81 antigen OS=Mus musculus GN=Cd81 PE=1 SV=2,29.6610169491525,4,7,4,1,236,25.797,5.83,1.72,2.2,1.0,95.0,29.63,65.36,,4,0,0.0,Green,18.9651180545477
ENSMUSG00000037710,Q91WS0,2344.70093222868,3078.11857129572,2356.23414305406,3937.73511125236,5468.23960772875,3630.02514315687,3582.33176218619,3773.34650268028,3233.01633926742,3101.57073304663,1642.34394291281,3703.01812770198,2023.58035524669,3360.89560484879,3587.111265506273,957.7083814856952,2875.054002580474,877.1091848453849,False,IsMasterProtein,CDGSH iron-sulfur domain-containing protein 1 OS=Mus musculus GN=Cisd1 PE=1 SV=1,51.8518518518518,6,41,6,1,108,12.089,9.06,1.21,1.64,1.33,47.05,19.95,29.7,,6,0,0.0,Green,43.3491363461609
ENSMUSG00000025742,Q9CS42,509.660446890742,376.256672974608,490.999542735947,352.69535450653,327.719162771559,220.876752800087,287.386263693056,179.51566357382,263.128856549971,286.886367218145,176.138886608845,275.475690544211,184.024815443271,244.246439885083,309.2205456076918,109.72796441933316,287.2095852774332,108.61717956386639,False,IsMasterProtein,Ribose-phosphate pyrophosphokinase 2 OS=Mus musculus GN=Prps2 PE=1 SV=4,25.1572327044025,7,10,7,1,318,34.764,6.61,1.87,1.78,1.33,28.03,45.49,37.28,,7,0,0.0,Green,17.5195275862505
ENSMUSG00000025745,Q8BMS1,6996.76033413505,7499.431676116,6378.6279619595,7368.78602754999,4349.99416000324,4975.6501817808,4553.33638486869,4574.02948601458,4765.37814104917,3823.17739470334,3187.33658855613,3959.16813282067,3766.40450264635,4444.8005021525,5387.797194852504,1293.613226035302,4704.043015769783,1553.6314418683744,False,IsMasterProtein,"Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1",79.9475753604194,71,284,71,1,763,82.617,9.14,1.56,1.48,1.18,12.44,17.01,20.21,,71,0,0.0,Green,378.901637865434
ENSMUSG00000025757,P48722,729.090914626494,1048.18867641391,830.959938356028,376.047384247199,286.54735346731,295.425644830301,290.304280754301,340.888541080219,416.83950612251,289.526448670924,416.846364998893,382.401048113654,473.593945390978,253.814987091374,486.7549881850064,293.08206405470315,431.8843024098643,190.94850551471737,False,IsMasterProtein,Heat shock 70 kDa protein 4L OS=Mus musculus GN=Hspa4l PE=1 SV=2,46.3007159904535,31,40,30,1,838,94.322,5.74,1.12,1.15,0.95,34.41,32.38,36.37,,31,0,0.0,Green,96.4310845696926
ENSMUSG00000038383,Q8K358,279.180020604967,317.378842195531,331.623786596538,359.623616220871,252.228533556651,186.935465588675,244.316319624163,256.848763777785,289.503671675258,326.756275096757,272.852390400391,281.863894418852,246.527056035635,276.50988128876,260.9130881461471,41.18973426711441,299.3938428654006,40.301815938439724,False,IsMasterProteinCandidate,Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Mus musculus GN=Pigu PE=1 SV=4,6.45161290322581,2,2,2,1,434,49.772,7.72,0.92,1.12,0.81,31.16,32.77,30.66,,2,1,0.0002422480620155,Yellow,6.08380025402212
ENSMUSG00000038387,P10833,472.548666039846,439.82936197793,492.160361469222,472.324517812618,531.962885154128,313.421382219245,442.170353540476,427.201036288944,442.679395934802,504.419856509575,486.704111367445,407.939270272379,340.743583485482,367.404423783451,438.5447258793387,65.44672364252335,438.81373210002454,66.12710408401047,False,IsMasterProtein,Ras-related protein R-Ras OS=Mus musculus GN=Rras PE=1 SV=1,9.1743119266055,2,3,2,1,218,23.749,6.79,2.06,1.82,1.59,32.76,23.8,33.63,,2,1,0.0002584647195657,Yellow,7.49768687007568
ENSMUSG00000028093,Q8BP40,545.809503653686,605.128635803886,480.57037205527,725.712046862958,1151.46318278982,1253.22999949285,1078.87816526521,1178.73769310405,1346.28127412865,967.005644240502,941.16232637594,961.758232487631,1052.94078659816,1148.55509636393,1022.7897791768789,317.2073349500793,896.8149292834844,224.1261488406238,False,IsMasterProtein,Lysophosphatidic acid phosphatase type 6 OS=Mus musculus GN=Acp6 PE=1 SV=1,46.88995215311,18,24,17,1,418,47.595,7.72,1.67,1.38,1.14,22.28,16.94,32.88,,18,0,0.0,Green,65.3316564393967
ENSMUSG00000028102,Q9Z210,452.847178243875,398.95858616673,442.36892797977,468.968914514272,359.910238309545,362.467810541326,315.46731629593,303.509195678147,440.373056790891,385.318609757429,269.614088768803,305.741199597599,273.004415192701,360.481728449064,376.21905457520626,57.644402907716824,357.92826917994824,79.53190801530852,False,IsMasterProtein,Peroxisomal membrane protein 11B OS=Mus musculus GN=Pex11b PE=1 SV=1,11.1969111969112,3,4,2,1,259,28.691,9.95,1.01,1.33,1.35,26.22,31.02,35.94,,3,1,0.0002379819133745,Yellow,5.7473831676457
ENSMUSG00000028106,Q6NXI6,766.997045472702,767.347927697988,779.224697314788,513.420297221231,406.530586194174,642.13702264933,533.117493553675,499.803179308002,747.499015336121,412.925339107845,426.039194698558,433.832532844527,383.150688858413,539.169637781108,623.3474671731418,145.80362784934894,498.25176968949575,135.85745890563024,False,IsMasterProtein,Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus GN=Rprd2 PE=1 SV=1,4.01633764465623,6,6,6,1,1469,156.489,7.59,1.67,1.7,1.86,26.2,44.43,64.04,,6,1,0.0002604845011721,Yellow,7.7235915556198
ENSMUSG00000028107,Q3UQ84,525.941662858334,412.830074548093,468.631073922128,539.181065387011,630.810202070049,408.667641206739,505.497615428995,461.822579155774,541.063469688072,569.292625300352,875.437432706743,632.707534398351,786.499152711694,563.978312183029,498.09046356515086,78.39313105354304,633.6753138013297,145.47425384341773,False,IsMasterProtein,"Threonine--tRNA ligase, mitochondrial OS=Mus musculus GN=Tars2 PE=1 SV=1",12.0331950207469,9,11,9,1,723,81.649,7.87,1.46,1.43,1.18,20.68,17.02,19.3,,9,0,0.0,Green,22.0086092503329
ENSMUSG00000028108,Q61508,2807.92985060576,2953.96474403236,2927.43296016563,1884.44154003187,3295.51863759514,2537.16302418574,2948.17481266069,2476.31267238585,2082.12464001363,2690.08452318074,3402.06458372403,2640.04210200695,2779.79088505208,1416.49570710208,2728.741197354167,396.8458130378148,2534.336043037626,667.7184196571868,False,IsMasterProtein,Extracellular matrix protein 1 OS=Mus musculus GN=Ecm1 PE=1 SV=2,42.9338103756708,17,23,16,1,559,62.792,6.8,1.36,1.23,1.01,20.1,28.28,36.24,,17,0,0.0,Green,39.5292286792172
ENSMUSG00000069922,Q63880,11705.8585152699,6055.34385451971,13637.8744324465,28174.3862596217,10546.0436712919,11214.6232275835,11479.5653298815,15328.4418829289,9368.41664138881,34938.9866455998,17335.3755028622,18753.6083074539,14474.9192564286,15173.2734568966,10814.041874694889,2786.4371948138655,20355.489123044186,8083.558098045658,False,IsMasterProtein,Carboxylesterase 3A OS=Mus musculus GN=Ces3a PE=1 SV=2,66.7250437828371,32,76,31,1,571,63.277,6.14,2.04,1.13,0.98,11.83,14.75,23.41,,32,0,0.0,Green,124.895947261623
ENSMUSG00000029916,Q9ESW4,197.687083730348,169.262577290011,233.715863195109,197.31421640932,130.023989639552,72.4838112771145,69.9057900345945,61.4222366713437,108.033070295014,80.1577271507519,82.9105096553357,173.191753506123,113.108579378806,117.013017280022,115.54550841971111,52.86058271113009,142.4873809393525,59.46682951506064,False,IsMasterProtein,"Acylglycerol kinase, mitochondrial OS=Mus musculus GN=Agk PE=1 SV=1",23.5154394299287,7,10,7,1,421,46.946,8.4,1.23,1.67,1.34,23.28,21.82,23.45,,7,0,0.0,Green,31.89296789579
ENSMUSG00000009741,Q811S7,1203.30296717459,1289.36630680489,954.323002350076,1126.3389828248,1077.61490467741,1608.2092606582,1091.37622673006,1277.98735033312,1110.36494066843,1099.58029310916,1179.29297986167,969.412405373624,1415.94932152688,1349.31807414824,1236.8888510066715,185.2926702638033,1156.3164370277786,175.61268493183994,False,IsMasterProtein,Upstream-binding protein 1 OS=Mus musculus GN=Ubp1 PE=1 SV=1,18.1481481481481,7,12,7,1,540,60.174,6.27,2.1,1.93,1.66,52.08,67.07,56.57,,7,0,0.0,Green,15.9572210004477
ENSMUSG00000009863,Q9CQA3,3871.08746803639,5395.6547417813,3939.32487164703,5015.48131380838,7041.52609819856,4650.53301000329,5323.95774402464,4091.57165299553,5378.79309985388,5719.19035701058,5486.48631422705,6178.79124458303,4303.73569052762,5608.17868072519,5107.58911641337,1057.7955957634383,5178.741210361268,806.1999602249701,False,IsMasterProtein,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Mus musculus GN=Sdhb PE=1 SV=1",67.3758865248227,27,76,25,1,282,31.793,8.68,1.4,1.44,1.17,22.85,15.11,20.79,,27,0,0.0,Green,79.6466269227429
ENSMUSG00000009894,Q8R570,1123.489110756,837.117712655587,1038.69546530372,1217.36024036185,719.593798215805,596.217915286269,597.777045350191,568.439621626441,612.436042426167,790.359371917696,587.661161954302,672.201751367228,635.784962224264,637.661593101344,722.1530351880657,200.53625839802416,797.1035066043434,240.11796436530432,False,IsMasterProtein,Synaptosomal-associated protein 47 OS=Mus musculus GN=Snap47 PE=1 SV=1,45.7627118644068,15,21,15,1,413,46.495,5.76,1.53,1.4,1.3,22.89,22.53,20.27,,15,0,0.0,Green,60.5628471774963
ENSMUSG00000021967,Q9CQF8,390.785012912721,356.094720267469,377.672481551109,478.619239803239,847.875216889032,599.522802194047,717.259874141377,612.34090711442,643.879037970734,988.795323872542,1108.92142585581,890.004703696533,745.882432552829,695.774008250599,595.3939387842572,173.38881289109477,755.0956593689516,264.73258961646957,False,IsMasterProtein,"Ribosomal protein 63, mitochondrial OS=Mus musculus GN=Mrpl57 PE=1 SV=1",12.7450980392157,1,2,1,1,102,11.944,10.15,1.4,1.44,1.3,14.48,9.9,22.61,,1,4,0.0008419280151547,Yellow,3.55033061300322
ENSMUSG00000021975,Q8K114,266.988551989858,264.202405750478,255.261543214963,261.313481810679,168.097693041047,148.941363985435,197.167376743056,138.912249743331,173.96353267596,186.465465349391,143.166155401516,187.678858974526,143.014276927018,159.40373299675,194.03902484702357,52.286165388258546,190.90050209640614,49.48751482366986,False,IsMasterProtein,Integrator complex subunit 9 OS=Mus musculus GN=Ints9 PE=1 SV=1,7.75075987841945,3,3,3,1,658,74.03,6.4,1.7,1.84,1.07,29.09,57.32,12.67,,3,1,0.0002797985450475,Yellow,9.56574301337834
ENSMUSG00000021218,Q61598,6994.05495068065,7010.68676567722,6499.01414271545,6179.29858030652,5456.51222821089,3953.13516941818,5075.86916850888,4204.11770976567,5099.92809979775,5545.80990480258,4867.25256413152,5497.57280940217,3451.96447155099,4326.57258608369,5399.186298865605,1214.9875356955051,5195.35500842756,1063.3023245272898,False,IsMasterProtein,Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1,82.9213483146067,40,87,39,1,445,50.505,6.25,1.54,1.49,1.24,17.62,14.72,24.94,,40,0,0.0,Green,200.961033875579
ENSMUSG00000021224,Q9QZS3,1083.20064228801,812.348404379729,748.2036714075,870.132893375937,690.666554125055,822.453634395198,665.426622080477,722.756838262841,816.303114062857,657.166837649064,590.377597769,532.195880271788,807.694895803338,787.61011533397,801.8794013705954,139.72032870994892,713.3402702300854,123.3604150673333,False,IsMasterProtein,Protein numb homolog OS=Mus musculus GN=Numb PE=1 SV=1,15.0076569678407,9,12,7,1,653,70.769,8.65,1.38,1.56,1.23,21.46,38.22,27.22,,9,0,0.0,Green,24.285032691493
ENSMUSG00000021226,Q9QYR9,277.746547710833,403.402637294114,263.31785828972,224.982767591892,302.744093330892,241.246686962817,249.183127252973,322.5814860524,211.156455093849,222.105195908666,223.585846380416,208.638649214227,162.268294004129,282.560419400123,286.8658619568397,63.80271394942669,226.77986154131045,38.67088816865528,False,IsMasterProtein,"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus GN=Acot2 PE=1 SV=2",5.29801324503311,2,3,2,1,453,49.626,7.36,2.15,2.03,1.94,9.41,22.84,20.88,,2,1,0.0002758620689655,Yellow,9.17693680921575
ENSMUSG00000026484,Q9CQJ4,417.680018459155,400.455362238804,507.573947051616,312.453797210203,257.119554171695,195.101862877299,317.498626163804,254.395009472151,288.650827735357,322.727891305821,208.237290022495,283.158983052026,269.971410352671,278.079251969146,304.41446587403783,80.78843417677494,311.74322442342543,93.87893316077727,False,IsMasterProtein,E3 ubiquitin-protein ligase RING2 OS=Mus musculus GN=Rnf2 PE=1 SV=1,8.63095238095238,3,5,2,1,336,37.6,6.84,1.18,1.53,1.51,42.0,46.8,13.25,,3,10,0.0020420665713702,Yellow,2.90588747242737
ENSMUSG00000026489,Q60936,18231.7981039107,23092.7854520025,19760.2551141661,20211.5881662915,6788.35907246901,5260.39044342451,5178.49458472944,4787.82403821812,6050.57268902204,6847.16410023718,4384.86646484124,8587.29819983123,5624.98650339526,8336.1266982522,9912.889197682332,7504.672076774194,10536.040749573529,6619.45085385446,False,IsMasterProtein,"Atypical kinase ADCK3, mitochondrial OS=Mus musculus GN=Adck3 PE=1 SV=2",50.6976744186047,29,82,29,1,645,71.697,6.54,1.44,1.46,1.15,22.19,11.03,27.07,,29,0,0.0,Green,151.632704301727
ENSMUSG00000026491,Q8CJF7,1455.4271480596,1347.25986739819,1252.49723524103,1293.47833065077,1022.88533706298,825.206612438723,1004.96746942152,1155.59198960707,753.839932109742,956.025727842046,1070.85676899037,1299.39242128259,1263.21810750522,1195.3233273829,1080.7397651568322,257.6417810144401,1190.113131270704,129.68460470094962,False,IsMasterProtein,Protein ELYS OS=Mus musculus GN=Ahctf1 PE=1 SV=1,1.87249219794918,5,8,5,1,2243,247.493,6.55,2.9,2.11,1.72,62.52,45.6,42.06,,5,3,0.0006596306068601,Yellow,4.3906091437053
ENSMUSG00000037049,Q04519,1234.59730744033,1120.05018154853,1040.14277743466,1179.26960303175,820.752048814045,558.404814842399,694.2788850911,725.949279678394,610.116171532262,670.343665437251,670.639249605103,789.107343926774,592.644646220418,557.382265685265,823.4498127067229,257.8671799539381,785.6470787630316,236.50058753909767,False,IsMasterProtein,Sphingomyelin phosphodiesterase OS=Mus musculus GN=Smpd1 PE=2 SV=2,8.29346092503987,3,6,3,1,627,69.882,7.2,1.88,2.02,1.87,39.5,47.87,35.0,,3,1,0.0002823263692828,Yellow,9.85706193230308
ENSMUSG00000037053,Q64726,22550.327260043,22394.718674953,19110.0322917731,30293.398384973,35787.3866947945,28659.9252930685,29134.638321773,26607.433438937,31539.8219878273,40231.5574299834,27568.2798595006,35120.3833239813,26842.228666409,32372.8103979821,28096.32166734233,4793.9031599310265,30219.81290780036,6717.6057236037805,False,IsMasterProtein,Zinc-alpha-2-glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2,51.1400651465798,15,26,15,1,307,35.31,6.18,1.34,1.5,1.2,19.65,61.36,30.49,,15,0,0.0,Green,47.841471725962
ENSMUSG00000037062,Q9JK48,1762.73875333971,2861.86929962973,1853.12831653035,1571.78941048937,1350.70158253699,1245.83646322969,1600.15416559715,1306.32844019487,1512.42717944813,1360.2781729676,1228.21341249465,1394.54901727146,1076.23801989716,993.120249819703,1662.8651262823241,558.6631933913277,1353.902371352899,294.803056434528,False,IsMasterProteinCandidate,Endophilin-B1 OS=Mus musculus GN=Sh3glb1 PE=1 SV=1,19.1780821917808,9,13,9,1,365,40.83,6.04,1.57,1.7,1.32,25.13,37.63,33.71,,9,0,0.0,Green,17.2171112602538
ENSMUSG00000037070,Q91VM5,365.725435813556,335.153611385077,359.259559668764,335.832336199201,320.105693417881,273.079896937658,291.578926561652,279.441367716118,295.000427541968,265.467442988524,297.276776325688,246.218416464265,286.103411232702,266.400908756884,308.58362276770146,33.38502076348374,293.7941216622897,40.703086550252706,False,IsMasterProtein,"RNA binding motif protein, X-linked-like-1 OS=Mus musculus GN=Rbmxl1 PE=2 SV=1",42.2680412371134,20,35,20,1,388,42.136,9.99,1.7,1.52,1.33,20.78,21.65,22.62,,20,0,0.0,Green,46.4293191820172
ENSMUSG00000034560,Q3UMB9,582.275269896426,469.182320302802,551.413409029318,387.468195429726,366.360407196654,296.766416942862,307.646486195581,368.408230707476,322.051081329859,434.475565893596,430.543185745821,319.715409635559,420.620799408971,349.758770012807,387.5271732245228,103.53220738783519,413.4279050222568,74.54011333360982,False,IsMasterProtein,WASH complex subunit 7 OS=Mus musculus GN=Kiaa1033 PE=1 SV=2,8.09889173060529,8,10,7,1,1173,136.283,7.37,2.29,1.95,1.82,40.73,57.44,40.2,,8,0,0.0,Green,17.7163245222897
ENSMUSG00000034566,Q9DCX2,3465.68830026087,4713.32609588946,3241.33751203281,4254.76663594396,8598.38556042692,5319.93705982027,6779.40594759372,5400.60372050411,6415.98078072297,7664.26160964564,6992.20240815551,7806.83541380554,5903.64054592914,6277.80196172202,5813.332495031188,1642.5708959465856,6020.120869604945,1720.3957821178453,False,IsMasterProtein,"ATP synthase subunit d, mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3",90.6832298136646,19,68,18,1,161,18.738,5.69,1.05,1.59,1.27,25.07,18.44,22.96,,19,0,0.0,Green,75.1381206450606
ENSMUSG00000034574,Q8BPM0,1458.76515414301,1340.21243361954,1132.27581112602,938.459295655614,733.643158109699,885.037760622618,634.549166485645,729.80043563649,846.150211669915,704.594647515593,687.257429542575,643.571411501127,619.666342209256,739.15669802243,946.8797600409881,321.6757696719596,780.7116622246592,186.85066171386168,False,IsMasterProteinCandidate,Disheveled-associated activator of morphogenesis 1 OS=Mus musculus GN=Daam1 PE=1 SV=4,7.14948932219127,7,9,7,1,1077,123.293,7.46,1.44,1.48,1.21,31.72,48.93,40.63,,7,1,0.0002946375957572,Yellow,11.2817542089593
ENSMUSG00000030738,Q8R1B4,3292.95022387144,3293.7358147229,3129.53691990055,2517.85433872552,1854.07210299246,1590.67133734738,1772.71141208764,1771.82827783132,1805.44866973216,1913.20899123542,2213.21137021132,2059.26033256829,1878.2793653755,1773.89705810277,2197.345405512186,753.1349744528065,2212.1783394456243,474.5754670017876,False,IsMasterProtein,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1,32.9308452250274,31,45,30,1,911,105.465,5.78,1.43,1.37,1.1,24.43,24.99,24.64,,31,0,0.0,Green,88.6357445003845
