Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
FALSE,IsMasterProteinCandidate,Q9CYH2,Redox-regulatory protein FAM213A OS=Mus musculus GN=Fam213a PE=1 SV=2,41.743119266055,13,20,13,1,218,24.379,9.17,1.45,1.82,1.5,31.91,23.67,27.9,,13,0,0,Green,39.9563205792257
FALSE,IsMasterProtein,Q3U125,Redox-regulatory protein FAM213A OS=Mus musculus GN=Fam213a PE=1 SV=1,39.7379912663755,13,20,13,1,229,25.665,9.03,1.45,1.82,1.5,31.91,23.67,27.9,,13,0,0,Green,39.9563205792257
FALSE,IsMasterProtein,Q9JIY5,"Serine protease HTRA2, mitochondrial OS=Mus musculus GN=Htra2 PE=1 SV=2",35.589519650655,12,18,12,1,458,49.318,9.6,1.38,1.39,1.35,23.87,28.83,54.24,,12,0,0,Green,39.9260628503643
FALSE,IsMasterProtein,B7ZWC0,N-myc downstream regulated gene 1 OS=Mus musculus GN=Ndrg1 PE=2 SV=1,28.6802030456853,8,13,8,1,394,42.971,6.1,1.57,1.29,1.16,30.47,23.01,30.73,,8,0,0,Green,39.91421979705
FALSE,IsMasterProteinCandidate,Q545R3,N-myc downstream regulated gene 1 OS=Mus musculus GN=Ndrg1 PE=2 SV=1,28.6802030456853,8,13,8,1,394,42.981,6.1,1.57,1.29,1.16,30.47,23.01,30.73,,8,0,0,Green,39.91421979705
FALSE,IsMasterProteinCandidate,Q3TSR4,Putative uncharacterized protein OS=Mus musculus GN=Ndrg1 PE=2 SV=1,28.6802030456853,8,13,8,1,394,42.81,6.09,1.57,1.29,1.16,30.47,23.01,30.73,,8,0,0,Green,39.91421979705
FALSE,IsMasterProtein,Q9DCS9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Mus musculus GN=Ndufb10 PE=1 SV=3,62.5,11,24,11,1,176,21.01,8.03,1.06,1.49,1.23,29.28,23.17,19.32,,11,0,0,Green,39.9076034544092
FALSE,IsMasterProtein,Q99N96,"39S ribosomal protein L1, mitochondrial OS=Mus musculus GN=Mrpl1 PE=1 SV=2",37.202380952381,11,16,11,1,336,37.573,8.72,1.52,1.58,1.43,23.76,24.3,30.12,,11,0,0,Green,39.8765565486158
FALSE,IsMasterProtein,Q91WG0,Acylcarnitine hydrolase OS=Mus musculus GN=Ces2c PE=1 SV=1,27.2727272727273,10,19,10,1,561,62.429,5.69,1.05,1.39,1.18,28.22,33.52,51.95,,10,0,0,Green,39.8715937697933
FALSE,IsMasterProtein,Q02788,Collagen alpha-2(VI) chain OS=Mus musculus GN=Col6a2 PE=1 SV=3,20.3094777562863,17,23,17,1,1034,110.266,6.42,1.56,1.86,1.1,23.49,38.45,32.96,,17,0,0,Green,39.8308241738706
FALSE,IsMasterProtein,Q5D073,Peroxisomal membrane protein 2 OS=Mus musculus GN=Pxmp2 PE=1 SV=1,59.0673575129534,11,14,11,1,193,22.096,9.99,0.91,1.31,1.52,59.12,25.54,44.24,,11,0,0,Green,39.7688215017725
FALSE,IsMasterProtein,Q8CFX3,Protein Pcdh1 OS=Mus musculus GN=Pcdh1 PE=1 SV=1,17.2447013487476,12,14,12,1,1038,112.342,5.02,1.35,1.22,1.14,25.15,37.9,33.43,,12,0,0,Green,39.7585121429223
FALSE,IsMasterProtein,O55106,Striatin OS=Mus musculus GN=Strn PE=1 SV=2,34.8717948717949,17,22,17,1,780,85.913,5.27,1.73,1.54,1.3,48.58,37.48,32.26,,17,0,0,Green,39.7287376002167
FALSE,IsMasterProtein,P70677,Caspase-3 OS=Mus musculus GN=Casp3 PE=1 SV=1,51.6245487364621,13,18,13,1,277,31.454,6.92,1.47,1.26,1.17,28.51,19.86,30.93,,13,0,0,Green,39.7214624675466
FALSE,IsMasterProtein,Q69ZN1,MKIAA1252 protein (Fragment) OS=Mus musculus GN=Sgpl1 PE=2 SV=1,28.8888888888889,14,23,13,1,585,65.4,9.17,1.19,1.51,1.3,19.34,16.09,23.03,,14,0,0,Green,39.718753419634
FALSE,IsMasterProteinCandidate,Q4FK38,Sgpl1 protein OS=Mus musculus GN=Sgpl1 PE=2 SV=1,29.7535211267606,14,23,13,1,568,63.668,9.1,1.19,1.51,1.3,19.34,16.09,23.03,,14,0,0,Green,39.718753419634
FALSE,IsMasterProteinCandidate,Q3UDJ2,Putative uncharacterized protein OS=Mus musculus GN=Sgpl1 PE=2 SV=1,29.7535211267606,14,23,13,1,568,63.608,9.1,1.19,1.51,1.3,19.34,16.09,23.03,,14,0,0,Green,39.718753419634
FALSE,IsMasterProteinCandidate,Q8R0X7,Sphingosine-1-phosphate lyase 1 OS=Mus musculus GN=Sgpl1 PE=1 SV=1,29.7535211267606,14,23,13,1,568,63.636,9.1,1.19,1.51,1.3,19.34,16.09,23.03,,14,0,0,Green,39.718753419634
FALSE,IsMasterProteinCandidate,Q8BJU0-2,Isoform 2 of Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus GN=Sgta,31.2101910828025,9,16,9,1,314,34.173,5.06,1.63,1.6,1.34,21.16,28,27.69,,9,0,0,Green,39.7013700372109
FALSE,IsMasterProtein,Q8BJU0,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus GN=Sgta PE=1 SV=2,31.1111111111111,9,16,9,1,315,34.301,5.06,1.63,1.6,1.34,21.16,28,27.69,,9,0,0,Green,39.7013700372109
FALSE,IsMasterProtein,O70305,Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1,14.0856031128405,15,19,14,1,1285,136.4,9.55,1.55,1.25,1.25,18.49,25.88,39.25,,15,0,0,Green,39.6516728767826
FALSE,IsMasterProtein,Q8C570,mRNA export factor OS=Mus musculus GN=Rae1 PE=1 SV=1,44.0217391304348,14,17,14,1,368,40.939,7.83,1.79,1.61,1.27,22.03,26.41,30.79,,14,0,0,Green,39.6276800360842
FALSE,IsMasterProtein,Q3TIF1,Putative uncharacterized protein OS=Mus musculus GN=Ctsc PE=2 SV=1,24.6753246753247,10,18,10,1,462,52.347,6.89,1.55,1.42,1.07,14.82,26.11,29.32,,10,0,0,Green,39.6264355321345
FALSE,IsMasterProteinCandidate,Q8BQL3,Putative uncharacterized protein OS=Mus musculus GN=Ctsc PE=2 SV=1,24.6753246753247,10,18,10,1,462,52.367,6.92,1.55,1.42,1.07,14.82,26.11,29.32,,10,0,0,Green,39.6264355321345
FALSE,IsMasterProteinCandidate,Q9DCV1,Putative uncharacterized protein OS=Mus musculus GN=Ctsc PE=2 SV=1,24.7288503253796,10,18,10,1,461,52.359,6.92,1.55,1.42,1.07,14.82,26.11,29.32,,10,0,0,Green,39.6264355321345
FALSE,IsMasterProteinCandidate,Q3U9B7,Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Ctsc PE=2 SV=1,25.503355704698,10,18,10,1,447,50.669,6.76,1.55,1.42,1.07,14.82,26.11,29.32,,10,0,0,Green,39.6264355321345
FALSE,IsMasterProteinCandidate,Q3UAF5,Putative uncharacterized protein OS=Mus musculus GN=Ctsc PE=2 SV=1,24.6753246753247,10,18,10,1,462,52.419,6.89,1.55,1.42,1.07,14.82,26.11,29.32,,10,0,0,Green,39.6264355321345
FALSE,IsMasterProteinCandidate,Q3UBY5,"Cathepsin C, isoform CRA_b OS=Mus musculus GN=Ctsc PE=2 SV=1",24.6753246753247,10,18,10,1,462,52.343,6.89,1.55,1.42,1.07,14.82,26.11,29.32,,10,0,0,Green,39.6264355321345
FALSE,IsMasterProteinCandidate,A3R481,Cytochrome c oxidase subunit 2 OS=Mus musculus domesticus GN=COXII PE=3 SV=1,44.9339207048458,6,26,6,1,227,25.958,4.78,1.15,1.81,1.42,19.51,15.62,18.45,,6,0,0,Green,39.6241099464315
FALSE,IsMasterProteinCandidate,K7XKA7,Cytochrome c oxidase subunit 2 OS=Mus musculus domesticus GN=COXII PE=3 SV=1,44.9339207048458,6,26,6,1,227,25.945,4.73,1.15,1.81,1.42,19.51,15.62,18.45,,6,0,0,Green,39.6241099464315
FALSE,IsMasterProtein,A0A075DC90,Cytochrome c oxidase subunit 2 OS=Mus musculus GN=COX2 PE=3 SV=1,44.9339207048458,6,26,6,1,227,25.986,4.73,1.15,1.81,1.42,19.51,15.62,18.45,,6,0,0,Green,39.6241099464315
FALSE,IsMasterProteinCandidate,P00405,Cytochrome c oxidase subunit 2 OS=Mus musculus GN=Mtco2 PE=1 SV=1,44.9339207048458,6,26,6,1,227,25.959,4.73,1.15,1.81,1.42,19.51,15.62,18.45,,6,0,0,Green,39.6241099464315
FALSE,IsMasterProteinCandidate,K7XK22,Cytochrome c oxidase subunit 2 OS=Mus musculus domesticus GN=COXII PE=3 SV=1,44.9339207048458,6,26,6,1,227,25.973,4.73,1.15,1.81,1.42,19.51,15.62,18.45,,6,0,0,Green,39.6241099464315
FALSE,IsMasterProtein,O70569,Ribosomal protein S14 OS=Mus musculus GN=rps14 PE=3 SV=1,43.046357615894,8,17,8,1,151,16.291,10.13,1.59,1.41,1.19,15.05,17.45,36.98,,8,0,0,Green,39.6092686824432
FALSE,IsMasterProteinCandidate,P62264,40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=1 SV=3,43.046357615894,8,17,8,1,151,16.263,10.05,1.59,1.41,1.19,15.05,17.45,36.98,,8,0,0,Green,39.6092686824432
FALSE,IsMasterProtein,Q80W21,Glutathione S-transferase Mu 7 OS=Mus musculus GN=Gstm7 PE=1 SV=1,40.8256880733945,9,22,9,1,218,25.693,6.8,1.44,1.24,1.19,27.17,17.54,33.45,,9,0,0,Green,39.6045133237016
FALSE,IsMasterProtein,Q9Z315,U4/U6.U5 tri-snRNP-associated protein 1 OS=Mus musculus GN=Sart1 PE=1 SV=1,23.4491315136476,19,23,18,1,806,90.83,5.82,1.85,1.43,1.29,23.49,25.5,29.67,,19,0,0,Green,39.546055243482
FALSE,IsMasterProtein,Q61508,Extracellular matrix protein 1 OS=Mus musculus GN=Ecm1 PE=1 SV=2,42.9338103756708,17,23,16,1,559,62.792,6.8,1.36,1.23,1.01,20.1,28.28,36.24,,17,0,0,Green,39.5292286792172
FALSE,IsMasterProtein,P35279-2,Isoform 2 of Ras-related protein Rab-6A OS=Mus musculus GN=Rab6a,58.1730769230769,11,16,10,1,208,23.531,5.54,1.42,1.49,1.36,33.29,30.89,22.68,,11,0,0,Green,39.5239077433261
FALSE,IsMasterProteinCandidate,Q9QWR8,Alpha-N-acetylgalactosaminidase OS=Mus musculus GN=Naga PE=1 SV=2,33.9759036144578,13,20,13,1,415,47.204,6.44,1.67,1.25,1.13,19.95,20.86,20.72,,13,0,0,Green,39.5065634807536
FALSE,IsMasterProtein,Q3U6T2,Putative uncharacterized protein OS=Mus musculus GN=Naga PE=2 SV=1,33.9759036144578,13,20,13,1,415,47.22,6.44,1.67,1.25,1.13,19.95,20.86,20.72,,13,0,0,Green,39.5065634807536
FALSE,IsMasterProtein,Q8BYL4,"Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus GN=Yars2 PE=1 SV=2",37.9237288135593,14,22,13,1,472,52.564,9.16,1.72,1.48,1.27,23.91,24.42,22.64,,14,0,0,Green,39.466338427239
FALSE,IsMasterProtein,Q7TNC4,Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1,24.234693877551,10,18,10,1,392,46.555,10.1,1.65,1.43,1.28,12.45,15.81,17.16,,10,0,0,Green,39.4045783918598
FALSE,IsMasterProteinCandidate,Q7TNC4-4,Isoform 4 of Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2,24.869109947644,10,18,10,1,382,45.377,9.95,1.65,1.43,1.28,12.45,15.81,17.16,,10,0,0,Green,39.4045783918598
FALSE,IsMasterProtein,Q9JJL8,"Serine--tRNA ligase, mitochondrial OS=Mus musculus GN=Sars2 PE=1 SV=2",32.4324324324324,11,23,9,1,518,58.28,7.9,1.57,1.34,1.25,36.72,33.44,43.6,,11,0,0,Green,39.3931713256768
FALSE,IsMasterProtein,Q9JJL3,Solute carrier organic anion transporter family member 1B2 OS=Mus musculus GN=Slco1b2 PE=1 SV=1,22.6415094339623,14,19,14,1,689,76.678,8.68,1.34,1.47,1.15,16.46,21.54,38.4,,14,0,0,Green,39.3852510922163
FALSE,IsMasterProteinCandidate,Q9JJL3-2,Isoform 2 of Solute carrier organic anion transporter family member 1B2 OS=Mus musculus GN=Slco1b2,23.5875706214689,14,19,14,1,708,78.823,8.72,1.34,1.47,1.15,16.46,21.54,38.4,,14,0,0,Green,39.3852510922163
FALSE,IsMasterProtein,Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus GN=Ndufs7 PE=1 SV=1",37.9464285714286,9,17,8,1,224,24.667,9.92,1.3,1.68,1.29,27.04,20.56,21.79,,9,0,0,Green,39.3628429023731
FALSE,IsMasterProteinCandidate,Q9Z1D1,Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2,60,22,34,22,1,320,35.616,5.9,1.52,1.46,1.18,19.38,37.38,26.98,,22,0,0,Green,39.3619174066509
FALSE,IsMasterProtein,Q3THA0,Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=2 SV=1,60,22,34,22,1,320,35.586,5.9,1.52,1.46,1.18,19.38,37.38,26.98,,22,0,0,Green,39.3619174066509
FALSE,IsMasterProtein,Q8R5L1,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus GN=C1qbp PE=1 SV=1",52.3297491039427,9,47,9,1,279,31.006,4.87,1.58,1.67,1.22,26.34,39.75,26.88,,9,0,0,Green,39.3472694925674
FALSE,IsMasterProtein,Q04750,DNA topoisomerase 1 OS=Mus musculus GN=Top1 PE=1 SV=2,26.3363754889179,21,24,21,1,767,90.819,9.33,1.34,1.42,1.24,26.71,23.84,37.21,,21,0,0,Green,39.3423874559295
FALSE,IsMasterProtein,P52479,Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus GN=Usp10 PE=1 SV=3,22.0959595959596,13,17,12,1,792,86.968,5.17,1.21,1.09,0.92,22.55,32.03,39.76,,13,0,0,Green,39.3069883293583
FALSE,IsMasterProteinCandidate,Q9D5V6,Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1,43.8356164383562,16,26,15,1,365,41.324,4.54,1.6,1.61,1.48,31.86,40.47,34.41,,16,0,0,Green,39.2545568847041
FALSE,IsMasterProtein,Q3U3B9,Putative uncharacterized protein OS=Mus musculus GN=Syap1 PE=2 SV=1,43.8356164383562,16,26,15,1,365,41.267,4.51,1.6,1.61,1.48,31.86,40.47,34.41,,16,0,0,Green,39.2545568847041
FALSE,IsMasterProtein,Q9JM76,Actin-related protein 2/3 complex subunit 3 OS=Mus musculus GN=Arpc3 PE=1 SV=3,66.2921348314607,15,23,15,1,178,20.511,8.59,1.52,1.18,0.99,24.16,17.07,23.56,,15,0,0,Green,39.2438350132799
FALSE,IsMasterProtein,Q9ERB0,Synaptosomal-associated protein 29 OS=Mus musculus GN=Snap29 PE=1 SV=1,44.6153846153846,10,11,10,1,260,29.554,5.38,1.46,1.24,1.08,18.78,21.49,25.2,,10,0,0,Green,39.1902627374413
FALSE,IsMasterProtein,Q61584-3,Isoform B of Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1,36.0413589364845,22,26,21,1,677,76.16,7.53,1.51,1.69,1.34,25.15,43.11,32.4,,22,0,0,Green,39.1431791876216
FALSE,IsMasterProtein,P63028,Translationally-controlled tumor protein OS=Mus musculus GN=Tpt1 PE=1 SV=1,70.3488372093023,8,39,8,1,172,19.45,4.86,1.51,1.5,1.32,21.14,17.41,18.19,,8,0,0,Green,39.0764640897553
FALSE,IsMasterProtein,P18572,Basigin OS=Mus musculus GN=Bsg PE=1 SV=2,21.5938303341902,9,16,9,1,389,42.418,5.85,1.31,1.61,1.38,15.12,14.33,21.73,,9,0,0,Green,39.065951084947
FALSE,IsMasterProtein,D3YYT1,Putative oxidoreductase GLYR1 OS=Mus musculus GN=Glyr1 PE=1 SV=1,30.2536231884058,13,16,13,1,552,60.397,9.13,1.58,1.49,1.34,20.24,32.56,29.48,,13,0,0,Green,39.0045813398989
FALSE,IsMasterProteinCandidate,Q922P9,Putative oxidoreductase GLYR1 OS=Mus musculus GN=Glyr1 PE=1 SV=1,30.5860805860806,13,16,13,1,546,59.678,9.22,1.58,1.49,1.34,20.24,32.56,29.48,,13,0,0,Green,39.0045813398989
FALSE,IsMasterProtein,Q3TI79,Putative uncharacterized protein OS=Mus musculus GN=Dkc1 PE=2 SV=1,30.4518664047151,12,13,12,1,509,57.405,9.28,1.81,1.33,1.23,17.66,13.89,18.5,,12,0,0,Green,39.0009916480218
FALSE,IsMasterProteinCandidate,Q9ESX5,H/ACA ribonucleoprotein complex subunit 4 OS=Mus musculus GN=Dkc1 PE=1 SV=4,30.4518664047151,12,13,12,1,509,57.365,9.28,1.81,1.33,1.23,17.66,13.89,18.5,,12,0,0,Green,39.0009916480218
FALSE,IsMasterProteinCandidate,Q3TM67,Putative uncharacterized protein OS=Mus musculus GN=Dkc1 PE=2 SV=1,30.4518664047151,12,13,12,1,509,57.365,9.31,1.81,1.33,1.23,17.66,13.89,18.5,,12,0,0,Green,39.0009916480218
FALSE,IsMasterProteinCandidate,Q8C1B7-3,Isoform 3 of Septin-11 OS=Mus musculus GN=Sept11,44.9411764705882,15,18,15,1,425,48.934,6.81,1.45,1.31,1.09,22.54,16.69,17.3,,15,0,0,Green,38.9955387122692
FALSE,IsMasterProtein,Q8C1B7,Septin-11 OS=Mus musculus GN=Sept11 PE=1 SV=4,44.3155452436195,15,18,15,1,431,49.663,6.68,1.45,1.31,1.09,22.54,16.69,17.3,,15,0,0,Green,38.9955387122692
FALSE,IsMasterProteinCandidate,Q8C1B7-2,Isoform 2 of Septin-11 OS=Mus musculus GN=Sept11,44.5221445221445,15,18,15,1,429,49.31,6.81,1.45,1.31,1.09,22.54,16.69,17.3,,15,0,0,Green,38.9955387122692
FALSE,IsMasterProtein,D3YXK2,Scaffold attachment factor B1 OS=Mus musculus GN=Safb PE=1 SV=2,21.8783351120598,17,29,15,1,937,105.04,5.35,1.67,1.34,1.22,30.87,40.65,40.23,,17,0,0,Green,38.9320209460874
FALSE,IsMasterProtein,Q5M9J2,Histidine triad nucleotide binding protein 2 OS=Mus musculus GN=Hint2 PE=2 SV=1,49.6932515337423,7,24,7,1,163,17.309,9.82,1.81,1.47,1.25,37.53,36.89,22.53,,7,0,0,Green,38.9117439055657
FALSE,IsMasterProtein,Q5SWZ5,Myosin phosphatase Rho-interacting protein OS=Mus musculus GN=Mprip PE=1 SV=1,11.5910092551785,21,24,21,1,2269,257.128,5.59,1.3,1.45,1.25,27.65,31.66,33.8,,21,0,0,Green,38.9066765011531
FALSE,IsMasterProtein,Q810J8,Zinc finger FYVE domain-containing protein 1 OS=Mus musculus GN=Zfyve1 PE=1 SV=2,25.0965250965251,14,17,14,1,777,86.884,7.34,1.41,1.59,1.72,30.24,66.21,76.98,,14,0,0,Green,38.8395087019591
FALSE,IsMasterProtein,Q9CXW2,"28S ribosomal protein S22, mitochondrial OS=Mus musculus GN=Mrps22 PE=1 SV=1",52.3676880222841,18,28,18,1,359,41.167,8.56,1.54,1.42,1.3,16.63,18.26,18.58,,18,0,0,Green,38.794041095328
FALSE,IsMasterProtein,P35951,Low-density lipoprotein receptor OS=Mus musculus GN=Ldlr PE=1 SV=2,15.8932714617169,10,12,10,1,862,94.885,5.02,2.3,1.44,1.3,53.88,30.5,23.67,,10,0,0,Green,38.7847953730865
FALSE,IsMasterProtein,H3BJW3,Cleavage and polyadenylation-specificity factor subunit 6 OS=Mus musculus GN=Cpsf6 PE=1 SV=1,18.7074829931973,8,11,8,1,588,63.375,7.71,1.49,1.33,1.11,24.8,23.73,38.53,,8,0,0,Green,38.784323681794
FALSE,IsMasterProtein,O89110,Caspase-8 OS=Mus musculus GN=Casp8 PE=1 SV=1,29.7916666666667,15,22,14,1,480,55.321,5.25,1.47,1.3,1.03,22.29,21.06,35.26,,15,0,0,Green,38.7677751294481
FALSE,IsMasterProtein,Q58EW0,"MCG132477, isoform CRA_a OS=Mus musculus GN=Rpl18 PE=2 SV=1",44.6808510638298,9,20,9,1,188,21.631,11.78,1.43,1.35,1.07,24.43,27.69,27.22,,9,0,0,Green,38.7302315083052
FALSE,IsMasterProtein,P70362,Ubiquitin fusion degradation protein 1 homolog OS=Mus musculus GN=Ufd1l PE=1 SV=2,45.2768729641694,13,18,13,1,307,34.459,6.7,1.55,1.46,1.33,14.08,19.77,23.21,,13,0,0,Green,38.6697817418419
FALSE,IsMasterProteinCandidate,Q8C2D2,Putative uncharacterized protein OS=Mus musculus GN=Ufd1l PE=2 SV=1,45.2768729641694,13,18,13,1,307,34.631,7.08,1.55,1.46,1.33,14.08,19.77,23.21,,13,0,0,Green,38.6697817418419
FALSE,IsMasterProtein,P28651,Carbonic anhydrase-related protein OS=Mus musculus GN=Ca8 PE=1 SV=5,36.7697594501718,8,11,8,1,291,33.061,4.78,1.75,1.35,1.13,31.28,23.9,32.62,,8,0,0,Green,38.667199624602
FALSE,IsMasterProtein,Q9ET22,Dipeptidyl peptidase 2 OS=Mus musculus GN=Dpp7 PE=1 SV=2,27.6679841897233,13,21,13,1,506,56.218,5.39,1.58,1.34,1.01,25.7,22.01,22.29,,13,0,0,Green,38.5918525296135
FALSE,IsMasterProtein,Q3U487,E3 ubiquitin-protein ligase HECTD3 OS=Mus musculus GN=Hectd3 PE=1 SV=2,21.8350754936121,15,18,15,1,861,97.286,5.47,1.65,1.54,1.35,39.24,35.89,30.15,,15,0,0,Green,38.584068136115
FALSE,IsMasterProtein,Q7TSI3,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus GN=Ppp6r1 PE=1 SV=1,21.4953271028037,10,12,10,1,856,94.468,4.64,1.2,1.07,1.07,30.45,36.95,21.24,,10,0,0,Green,38.5750390778558
FALSE,IsMasterProtein,Q9CYW4,Haloacid dehalogenase-like hydrolase domain-containing protein 3 OS=Mus musculus GN=Hdhd3 PE=1 SV=1,64.5418326693227,13,32,11,1,251,28.009,6.8,1.53,1.37,1.15,21.01,23.8,27.98,,13,0,0,Green,38.5711047730753
FALSE,IsMasterProtein,P49442,Inositol polyphosphate 1-phosphatase OS=Mus musculus GN=Inpp1 PE=1 SV=2,34.5959595959596,11,12,11,1,396,43.319,5.01,1.6,1.38,1.21,16.41,20.51,21.51,,11,0,0,Green,38.5355317715727
FALSE,IsMasterProtein,Q9CPX6,Ubiquitin-like-conjugating enzyme ATG3 OS=Mus musculus GN=Atg3 PE=1 SV=1,33.7579617834395,10,17,10,1,314,35.773,4.72,1.76,1.93,1.71,27.29,39.91,41.07,,10,0,0,Green,38.530564573988
FALSE,IsMasterProtein,Q4VAA2,Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=2,45.9074733096085,10,19,10,1,281,29.711,6.1,1.42,1.3,1.13,20.14,28.3,22.77,,10,0,0,Green,38.5184578716897
FALSE,IsMasterProtein,Q8CHQ9,Probable N-acetyltransferase CML2 OS=Mus musculus GN=Cml2 PE=1 SV=1,54.2016806722689,10,24,10,1,238,26.407,9.58,1.17,1.47,1.43,24.79,20.83,38.19,,10,0,0,Green,38.4874882762458
FALSE,IsMasterProtein,Q8C7R4,Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1,19.9430199430199,14,16,14,1,1053,117.891,6.11,1.29,1.32,1.23,36.48,29.62,16.76,,14,0,0,Green,38.4417937984572
FALSE,IsMasterProtein,P35585,AP-1 complex subunit mu-1 OS=Mus musculus GN=Ap1m1 PE=1 SV=3,31.9148936170213,11,18,11,1,423,48.512,7.3,1.34,1.32,1.07,9.59,17.26,19.94,,11,0,0,Green,38.4046529611057
FALSE,IsMasterProtein,Q9DCB8,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus GN=Isca2 PE=1 SV=2",45.4545454545455,6,11,6,1,154,16.708,5.6,1.7,1.45,1.26,32.62,39.04,41.49,,6,0,0,Green,38.3952619937757
FALSE,IsMasterProtein,Q00897,Alpha-1-antitrypsin 1-4 OS=Mus musculus GN=Serpina1d PE=1 SV=1,30.5084745762712,11,30,11,1,413,45.969,5.44,1.38,1.32,1.46,18.32,21.76,19.81,,11,0,0,Green,38.3691028403788
FALSE,IsMasterProtein,Q8R4U0,Stabilin-2 OS=Mus musculus GN=Stab2 PE=1 SV=1,6.40875341930442,16,18,16,1,2559,277.348,6.93,2.14,1.77,1.66,62.05,66.52,62.45,,16,0,0,Green,38.3264404189486
FALSE,IsMasterProtein,E0CYV0,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus GN=Pcmt1 PE=1 SV=1,42.3076923076923,9,15,9,1,286,30.422,7.24,1.64,1.65,1.33,24.11,27.06,21.74,,9,0,0,Green,38.3170678843789
FALSE,IsMasterProteinCandidate,P23506-2,Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Mus musculus GN=Pcmt1,53.0701754385965,9,15,9,1,228,24.662,6.73,1.64,1.65,1.33,24.11,27.06,21.74,,9,0,0,Green,38.3170678843789
FALSE,IsMasterProteinCandidate,P23506,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Mus musculus GN=Pcmt1 PE=1 SV=3,53.3039647577093,9,15,9,1,227,24.619,7.65,1.64,1.65,1.33,24.11,27.06,21.74,,9,0,0,Green,38.3170678843789
FALSE,IsMasterProteinCandidate,E9PWE0,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus GN=Pcmt1 PE=1 SV=1,42.4561403508772,9,15,9,1,285,30.379,8.35,1.64,1.65,1.33,24.11,27.06,21.74,,9,0,0,Green,38.3170678843789
FALSE,IsMasterProteinCandidate,F7D432,Protein-L-isoaspartate O-methyltransferase (Fragment) OS=Mus musculus GN=Pcmt1 PE=1 SV=1,44.6494464944649,9,15,9,1,271,29.149,8.35,1.64,1.65,1.33,24.11,27.06,21.74,,9,0,0,Green,38.3170678843789
FALSE,IsMasterProteinCandidate,Q3UGL7,Putative uncharacterized protein OS=Mus musculus GN=Parp3 PE=2 SV=1,37.1212121212121,16,21,16,1,528,59.415,7.12,1.49,1.33,1.28,23.46,25.79,21.8,,16,0,0,Green,38.3063817855371
FALSE,IsMasterProtein,Q3ULW8,Protein Parp3 OS=Mus musculus GN=Parp3 PE=1 SV=1,36.7729831144465,16,21,16,1,533,59.911,7.12,1.49,1.33,1.28,23.46,25.79,21.8,,16,0,0,Green,38.3063817855371
FALSE,IsMasterProteinCandidate,Q8CFB8,NAD+ ADP-ribosyltransferase 3 PARP-3 OS=Mus musculus GN=Parp3 PE=1 SV=1,37.1212121212121,16,21,16,1,528,59.415,7.12,1.49,1.33,1.28,23.46,25.79,21.8,,16,0,0,Green,38.3063817855371
FALSE,IsMasterProtein,Q543H0,MCG16662 OS=Mus musculus GN=Srm PE=2 SV=1,40.0662251655629,10,14,10,1,302,33.973,5.5,1.82,1.42,1.1,12.87,13.87,25.3,,10,0,0,Green,38.2768565924777
